"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,0.124272763200651,0.12729916931715,0.387526465975527,0.228193387339841,0.22108107529194,0.0736096857844269,0.352466150540492,0.34838024460909,0.461136151759954
1,"10002",2732,188,135,2995,237,199,228,1179,0.123513403987194,0.145464363328549,0.472041546116954,0.264771466542469,0.226756708435144,0.0613354512075129,0.388284870529663,0.372221071763693,0.533376997324467
1,"10003",1345,92,96,1225,54,34,108,650,0.126559573495102,0.142849955193554,0.53787864740551,0.253388620144989,0.228927873326319,0.0545339224962343,0.379948193640091,0.371777828519873,0.592412569901744
1,"10004",1684,52,47,1789,90,11,128,729,0.122349848879141,0.140496582356416,0.451360999653886,0.24978076068377,0.222056898679733,0.0662937697333702,0.372130609562911,0.362553481036149,0.517654769387256
1,"10005",366,3,12,356,0,4,13,174,0.133340383566829,0.134427100832449,0.487947145644828,0.222100497276874,0.23212867441342,0.0279943251508107,0.355440880843703,0.366555775245868,0.515941470795639
1,"10006",1474,639,239,1782,968,123,385,317,0.0815810231879227,0.118754884906204,0.396344528445463,0.378749858239487,0.265783557515661,0.131710887321126,0.46033088142741,0.384538442421865,0.52805541576659
1,"10007",2106,887,752,1940,916,136,499,148,0.0232156543598727,0.0340034493215252,0.22541676763173,0.27310063856511,0.25756460271253,0.136284180296361,0.296316292924983,0.291568052034055,0.36170094792809
1,"10008",825,341,190,934,459,129,104,52,0.0206604980391309,0.0411864252855469,0.137034544429142,0.12021898548261,0.180158530782736,0.1009726491976,0.140879483521741,0.221344956068283,0.238007193626742
1,"10009",1599,132,104,1612,323,79,157,559,0.117388732345944,0.135157936662791,0.388468100085271,0.271256600740213,0.226716106903695,0.0707808021586385,0.388645333086157,0.361874043566487,0.459248902243909
1,"10010",6925,2641,1572,7526,2687,1615,45,278,0.0121502502760123,0.0247072771630475,0.0775755643741456,0.00574243218638811,0.0100864735483015,0.00597999410496133,0.0178926824624004,0.034793750711349,0.083555558479107
1,"10011",8731,3483,1818,4457,1685,772,179,518,0.0182217297437651,0.0438824200084003,0.110383473779764,0.0171149774696408,0.035556328731142,0.0163605318334323,0.0353367072134059,0.0794387487395423,0.126744005613196
1,"10013",2114,267,239,2043,374,173,256,782,0.130792109320908,0.155773893973808,0.441490782127396,0.270256979613879,0.234242439779854,0.0795617405333126,0.401049088934786,0.390016333753662,0.521052522660709
1,"10015",972,43,59,901,26,15,91,463,0.124635557832299,0.149788085259679,0.515996837050434,0.249770213628972,0.240554843578351,0.0756149600313248,0.374405771461271,0.39034292883803,0.591611797081759
1,"10016",829,86,33,1013,159,58,95,335,0.137094432053238,0.150154469154276,0.447727329148334,0.268075891448419,0.2290171488628,0.0904139747871531,0.405170323501657,0.379171618017076,0.538141303935487
