"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,86.4495857851175,55.5621022707525,873.858308723529,31.1101552556958,55.3394305294217,22.0300224768391,33.5320797939134,701.377733146439,172.48057557709
1,"10002",2732,188,135,2995,237,199,228,1179,45.6195374524376,36.1704881460202,1324.92790985109,16.2874457297266,29.3320917227111,14.6839314304374,21.4865567155829,1148.21353855502,176.714371296066
1,"10003",1345,92,96,1225,54,34,108,650,22.6124584353711,26.147706481668,707.695217097737,8.43586793769853,14.1765904976726,10.4819075258286,15.6657989558394,628.718462828911,78.9767542688259
1,"10004",1684,52,47,1789,90,11,128,729,12.5807623976199,12.3412116540346,831.855122614874,4.48756967911835,8.09319271850158,5.02671685553824,7.31449479849639,719.1029177127,112.752204902174
1,"10005",366,3,12,356,0,4,13,174,0.725023733755235,3.26345510384547,183.170449661198,0.274913148321512,0.450110585433723,1.36439772721347,1.89905737663201,171.56217335048,11.6082763107179
1,"10006",1474,639,239,1782,968,123,385,317,239.789115621347,78.670749247883,380.655152657416,54.973097105118,184.816018516229,28.6025351299463,50.0682141179367,232.947793636497,147.707359020919
1,"10007",2106,887,752,1940,916,136,499,148,190.255041386205,218.35361660858,237.869862510452,26.2540709340785,164.000970452126,29.9245308982313,188.429085710348,96.0310418081716,141.83882070228
1,"10008",825,341,190,934,459,129,104,52,30.35297094214,31.4464581848655,96.3751530842826,7.54129730669426,22.8116736354458,8.8275777302763,22.6188804545892,39.5291946309466,56.845958453336
1,"10009",1599,132,104,1612,323,79,157,559,30.1471449829674,28.6521646977557,658.344951911546,10.7209168789873,19.4262281039802,11.6804088429123,16.9717558548434,538.091837134605,120.253114776941
1,"10010",6925,2641,1572,7526,2687,1615,45,278,61.3439046298061,66.7305907501076,197.942709837924,40.401742950915,20.9421616788911,49.0345503877254,17.6960403623822,187.297983553033,10.6447262848913
1,"10011",8731,3483,1818,4457,1685,772,179,518,116.364566075058,146.825517717427,437.340767061046,51.1976070068173,65.1669590682406,75.0198365660618,71.8056811513654,392.402716295608,44.9380507654376
1,"10013",2114,267,239,2043,374,173,256,782,67.7464026289821,66.7099888073762,903.428143758893,23.9882464719439,43.7581561570383,26.3175090589428,40.3924797484334,731.724245683363,171.70389807553
1,"10015",972,43,59,901,26,15,91,463,10.4462782333126,16.0430244020317,526.700171426243,3.93920548130512,6.50707275200747,6.69326071647697,9.34976368555469,451.271923237044,75.4282481891989
1,"10016",829,86,33,1013,159,58,95,335,20.3951639582363,8.99529848379377,400.63417425657,7.30166941775999,13.0934945404763,3.72723497246879,5.26806351132498,323.431855858583,77.2023183979866
1,"10017",986,154,114,1192,186,80,145,343,37.5156150557499,30.1872795496366,420.413581026236,12.6260893299075,24.8895257258423,11.5703102603229,18.6169692893137,319.311627074946,101.10195395129
1,"10018",2334,229,94,2650,497,73,245,954,55.2725341765216,25.1368572158213,1117.63926975208,19.707359696808,35.5651744797136,10.5220581983363,14.614799017485,922.473605745381,195.165664006697
1,"10019",2560,299,303,2522,419,201,280,999,73.1404789485964,79.2605795847559,1125.98934591753,27.3144028292812,45.8260761193152,31.9137740185923,47.3468055661636,938.890502788893,187.098843128634
1,"10020",1477,166,336,1297,317,111,168,519,40.7243773176442,91.2499712861793,554.748179991139,14.7969822631493,25.9273950544949,35.6012256543509,55.6487456318284,467.894403732223,86.8537762589158
1,"10021",2266,151,223,1878,348,199,139,899,35.0444867144642,58.2931340578813,942.747941874899,12.4586318359537,22.5858548785105,22.848880728995,35.4442533288863,861.668931249376,81.0790106255227
1,"10022",1103,118,60,1271,84,47,127,498,28.5777091231599,16.0679267089948,579.929571990228,10.6817818683663,17.8959272547935,6.44786390559076,9.62006280340406,481.059964440072,98.8696075501565
1,"10023",1359,62,46,1803,147,21,116,702,14.6165302724904,12.6866630649644,790.01085490853,5.11978708140141,9.49674319108903,5.25005673572296,7.43660632924148,690.737205310815,99.2736495977144
1,"10024",855,22,24,1081,100,30,44,410,5.18404849081576,6.5174345311868,442.188082526379,1.8777992021854,3.30624928863035,2.70886518038359,3.80856935080321,404.698837946694,37.4892445796844
3,"30001",2607,19,1294,1984,23,914,181,761,9.43430327117485,417.948231427833,514.498834565013,4.71037739031319,4.72392588086166,318.696924630048,99.2513067977848,436.315091354475,78.1837432105374
3,"30002",2689,22,768,2596,26,564,199,1297,11.2206667341278,346.898470892173,1137.40031847249,5.59540969782621,5.62525703630158,250.168512087733,96.7299588044398,1038.56720116273,98.8331173097591
3,"30003",2596,59,1107,2425,45,849,205,932,29.3923374477819,531.089576485033,577.766999730903,14.5957008441488,14.7966366036331,423.590370693415,107.499205791618,493.75479784807,84.0122018828326
3,"30004",2582,33,1373,2095,10,1024,210,649,16.6588154114096,417.471704173995,426.168809740085,8.52866591446405,8.1301494969455,303.389072920654,114.082631253341,338.446306762569,87.7225029775159
5,"50001",868,135,338,822,258,127,115,174,41.5826173984881,53.2429465202685,195.446044626351,7.4944661663794,34.0881512321087,10.1540049696927,43.0889415505758,158.461148142137,36.9848964842141
5,"50002",4145,1789,1195,3306,1397,720,937,322,439.509753626494,232.829067700659,586.708517979367,29.0685537894174,410.441199837077,27.5746768145652,205.254390886093,270.667333864174,316.041184115193
5,"50003",2811,112,435,2371,159,218,233,856,36.9827521359154,96.8371419228613,956.759659084706,8.20237939507195,28.7803727408434,20.903353024403,75.9337888984583,827.722052741752,129.037606342954
5,"50004",1190,365,234,1051,176,171,187,225,87.0223558091708,48.6662560396352,277.901268421239,13.2280735705653,73.7942822386054,9.70232169620972,38.9639343434255,205.152708814495,72.7485596067441
5,"50005",2595,571,564,2670,646,234,414,604,180.625102126914,120.424334105453,717.37709641455,30.2047879711513,150.420314155763,24.2484127912696,96.1759213141833,551.391356114004,165.985740300546
5,"50006",919,23,143,840,101,27,103,287,7.53455866170733,31.1602475277068,352.056193484187,1.66155586459426,5.87300279711307,6.91908782723377,24.241159700473,279.859581571085,72.1966119131022
5,"50007",1005,7,74,984,37,142,37,508,2.3726626732487,18.615696257016,522.770317091828,0.53697402096247,1.83568865228623,4.49023440859721,14.1254618484188,500.522951195383,22.2473658964446
5,"50008A",1123,2,52,1035,58,39,77,660,0.682932800708563,12.8228732721378,721.524287705848,0.161205899682432,0.521726901026131,2.86954539010301,9.95332788203474,655.41639612311,66.1078915827379
5,"50008B",743,15,48,540,18,55,48,298,4.86277712400929,11.6096720017427,329.888911025876,1.15669665290388,3.70608047110541,2.72269603155042,8.88697597019232,294.129280374988,35.7596306508881
5,"50009",408,34,8,405,137,31,40,135,10.7928919784529,1.938092622428,163.349152793873,2.23102928494087,8.56186269351202,0.424304356886731,1.51378826554127,133.707642492267,29.6415103016059
5,"50010A",1587,426,337,1389,202,167,285,355,136.659045969724,76.6892399038881,426.91111986538,21.7568244845905,114.902221485134,14.5684795048147,62.1207603990734,320.569205019279,106.341914846101
5,"50010B",202,93,65,179,54,13,34,43,34.2339166844567,17.972611671354,23.8900269861524,13.8255254694876,20.408391214969,6.01105940097986,11.9615522703742,20.2285121146509,3.66151487150151
5,"50011",2163,43,91,2134,39,20,137,1028,14.1839866980165,22.2983141336386,1128.06182750291,3.27245774492614,10.9115289530904,5.29653157733332,17.0017825563053,1018.03151544051,110.030312062399
5,"50012",1177,51,116,1144,65,86,94,427,17.5008816972236,28.1833107673315,475.960701937675,3.85348754396951,13.6473941532541,6.1033232254227,22.0799875419088,417.806229102776,58.1544728348992
5,"50013",872,169,190,832,225,55,142,277,62.5328462341628,49.8537860539902,306.208719973242,11.6910991487371,50.8417470854257,10.1509506358406,39.7028354181496,255.656550045801,50.5521699274409
5,"50014",2057,280,219,2124,194,134,311,869,103.370299483669,58.7245288709403,1017.05278250159,22.1134737845157,81.2568256991528,12.637089078357,46.0874397925833,834.292345064721,182.760437436873
5,"50015",1352,227,362,1381,130,318,65,272,53.9991725749247,45.592043741909,241.907582576592,24.4237395141145,29.5754330608103,18.4491811793193,27.1428625625897,228.977826827747,12.9297557488455
5,"50016",3380,698,1407,3058,708,1056,524,571,214.394812821888,221.98054366338,659.375035603004,35.8766388969504,178.518173924937,37.6614574758052,184.319086187575,499.438853585779,159.936182017225
5,"50017",2064,10,36,2115,14,23,181,795,3.40097657422896,8.42022324690887,965.006067531215,0.75274805406498,2.64822852016398,1.83128361307217,6.5889396338367,792.706693712446,172.299373818768
5,"50018",796,124,98,676,96,42,82,288,40.7996106925345,22.7396843492588,305.775021617019,8.63978599178889,32.1598247007456,5.3179935190496,17.4216908302092,273.642222920925,32.1327986960942
5,"50019",1514,189,78,1253,0,43,253,771,75.2940771315414,20.5549678420413,924.257652700999,16.0612307834631,59.2328463480783,4.42466159586092,16.1303062461804,747.151309759507,177.106342941493
5,"50020",4132,2041,1413,3837,2119,699,1190,157,631.511929909361,361.839514626942,354.281499024524,15.1412215393205,616.37070837004,15.6763098476553,346.163204779287,133.017676871474,221.26382215305
5,"50021",1999,282,238,2052,457,82,205,612,89.5390761439758,53.8278858615925,675.315812910954,19.238562708188,70.3005134357878,12.0477686995906,41.7801171620018,583.290376591899,92.0254363190546
5,"50022",601,21,25,495,25,17,47,261,7.10562665891391,6.20331543939532,294.84862929476,1.62221204431304,5.48341461460087,1.42270232637191,4.78061311302341,257.760827426891,37.0878018678691
5,"50023",595,2,17,520,24,24,51,260,0.663503359938107,4.27513202553173,305.898297776725,0.143621344077868,0.519882015860239,1.0003194071957,3.27481261833603,258.656001754468,47.2422960222566
5,"50024",3162,165,661,3084,309,370,223,1078,55.8779414710952,159.493035835589,1086.48667977195,13.363149005874,42.5147924652211,38.9967503440029,120.496285491586,1023.64674081281,62.8399389591397
5,"50025",2694,134,390,2840,218,346,227,1016,45.7986428482243,88.9863101978636,1108.11248061168,9.87676723819731,35.921875610027,19.6295841054998,69.3567260923638,986.531132739827,121.581347871852
5,"50026",1647,41,73,1682,115,56,121,887,14.0573028648213,18.8332139029587,973.38216725011,2.98260798220321,11.0746948826181,4.35039902444446,14.4828148785142,878.17264399944,95.2095232506697
5,"50027",384,0,9,364,7,54,23,207,0,2.13555291556214,226.873801000195,0,0,0.507092442796876,1.62846047276526,204.545676692476,22.3281243077192
5,"50028",1173,42,217,1100,34,143,111,542,14.4413113438843,59.6962171408975,577.642634201632,3.13258163623585,11.3087297076484,13.6260011563903,46.0702159845073,523.069978423795,54.5726557778366
5,"50029",1656,47,141,1340,97,36,149,697,15.8140115822155,35.2922575637594,794.84166064923,3.54345946981277,12.2705521124027,7.82731266564331,27.4649448981161,685.050926198047,109.790734451183
