"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,74.5513641420275,54.913079752976,886.169811055886,66.4988291770856,47.9563926073686,615.734956520322,7.57027268914238,6.47077531109393,269.842050951656
1,"10002",2732,188,135,2995,237,199,228,1179,36.6232885697036,35.8793980914679,1333.60922047042,34.6105485544028,33.9153363295473,1039.72686614439,1.85947059892183,1.7494103432024,293.697055283388
1,"10003",1345,92,96,1225,54,34,108,650,18.7177471623969,27.3476349569893,710.413492226768,16.891565235483,24.1996869582982,561.416737498575,1.65116828170581,2.98283965324892,148.770635100308
1,"10004",1684,52,47,1789,90,11,128,729,10.6125014177556,12.5665189242266,833.689691724897,8.0926154198177,9.41482174564283,707.91507985098,2.22078237099702,2.67926819179963,125.172706011029
1,"10005",366,3,12,356,0,4,13,174,0.617537680486457,3.38816213867801,183.024338976181,0.477536692028791,2.44188497830387,169.420596812324,0.103728422035881,0.811823722011548,13.4690525462465
1,"10006",1474,639,239,1782,968,123,385,317,221.331960363005,85.1817986076535,392.260614947461,93.6673115808529,30.8272936733585,206.888733789345,127.513705940262,54.1123675705466,185.17218788164
1,"10007",2106,887,752,1940,916,136,499,148,166.960236169532,227.115205479428,252.345868841698,22.2631456503941,65.2759305095445,67.0016366056895,144.481965983199,161.608071252656,185.141278650617
1,"10008",825,341,190,934,459,129,104,52,24.7695332447211,34.0495585384058,98.8077720968817,13.7825098667939,13.6715028258045,29.3850140040077,10.3729450060926,19.4061245654187,68.6558289291022
1,"10009",1599,132,104,1612,323,79,157,559,25.9474602077057,27.0250723391169,662.343456014623,19.7142752906392,22.8998315819122,499.015707650759,6.05899601592441,3.9443456804571,163.123323559327
1,"10010",6925,2641,1572,7526,2687,1615,45,278,48.2424726158097,73.0409065254807,204.971357518142,37.612535470599,64.5049442540808,174.218930807113,9.45481367856921,7.47420483521072,29.6151614765422
1,"10011",8731,3483,1818,4457,1685,772,179,518,102.205995781756,158.16087511478,440.178765499586,73.6453252862164,144.642152788736,296.692537937278,27.2993057659489,12.3843200677521,142.379567076471
1,"10013",2114,267,239,2043,374,173,256,782,53.4463599698002,66.1588645664073,917.40917079275,47.4905626412798,47.0003812138275,674.78473418307,5.76833679298915,18.9728022563578,242.424107571665
1,"10015",972,43,59,901,26,15,91,463,8.67227382433965,15.7297011922574,529.206206092467,5.50441929181468,13.6928078802042,434.586552322528,3.0340017399667,1.87149644012249,94.3906454065051
1,"10016",829,86,33,1013,159,58,95,335,18.4673532129055,9.01127816554388,402.43849845221,14.0023118101224,7.46684102196391,297.872559393837,4.3147932480754,1.34670995297342,104.488751745045
1,"10017",986,154,114,1192,186,80,145,343,27.8336433640219,31.1399846979323,428.408722957602,23.9389383727321,13.4136210186656,304.683888207468,3.71394456358554,17.5983592189414,123.548803036476
1,"10018",2334,229,94,2650,497,73,245,954,40.5496581124425,25.6599232420796,1132.4354679192,7.69783069466916,4.08967670691834,997.012372866599,32.7074353758803,21.4247022005703,135.217181786575
1,"10019",2560,299,303,2522,419,201,280,999,61.7449389542139,83.4412657179653,1134.00152018039,60.0462405403887,81.6541102235706,676.504230670846,1.52897806647501,1.60286482271773,457.266120876519
1,"10020",1477,166,336,1297,317,111,168,519,34.9925658263989,95.6134297479119,556.31364201443,33.7173172414449,88.861024375567,381.02109926558,1.19395583318186,6.50935142088319,175.109320080037
1,"10021",2266,151,223,1878,348,199,139,899,28.3093041058536,58.7211260381452,950.340046248687,24.566343896205,56.1885076723044,774.645277390491,3.54443927858817,2.33528602235586,175.490263337357
1,"10022",1103,118,60,1271,84,47,127,498,23.8900943768629,16.8804632285288,583.180736362049,21.3554819151314,13.3372513094666,444.984135156933,2.37214156621818,3.31786035529098,138.000181389456
1,"10023",1359,62,46,1803,147,21,116,702,12.9803014713652,12.3501900582724,792.171532781983,10.4061413852415,10.528487436449,666.108592762794,2.49866850651853,1.63210946379023,125.84741754904
1,"10024",855,22,24,1081,100,30,44,410,4.47603217425567,6.49493406053229,442.79100855223,3.5743229507554,4.97791330771406,387.637578574098,0.775550117812392,1.37322138918076,54.9884595973759
3,"30001",2607,19,1294,1984,23,914,181,761,9.59168675601455,416.091731893064,516.73037512762,6.14594440523187,404.13058900134,345.655065497993,2.67034055464392,11.4188918164292,170.525335993097
3,"30002",2689,22,768,2596,26,564,199,1297,11.2886425017208,324.627610334077,1159.22805864543,8.21232289070662,321.158131383704,878.184724173908,2.5325118118945,3.21092967561165,280.71310711976
3,"30003",2596,59,1107,2425,45,849,205,932,28.8207912504486,442.458679790232,665.39036123327,21.6844287211573,424.312402583238,445.001166245292,6.52149026832285,17.8654619823177,220.088032280871
3,"30004",2582,33,1373,2095,10,1024,210,649,16.6255060135979,365.185591750241,478.959181387834,10.374725124512,306.41072790462,329.050886153583,4.99597969922246,57.9629405927485,149.101128858934
5,"50001",868,135,338,822,258,127,115,174,40.4424499832056,59.5614179315355,190.252232604239,24.5460548973697,51.170312236894,101.024005509881,15.3557225567035,7.92313904089532,88.7373181073885
5,"50002",4145,1789,1195,3306,1397,720,937,322,414.221819329888,269.199021699072,578.455902777219,136.354977209185,42.9463943183038,148.490211303656,276.861427290427,225.455842548853,429.254736222884
5,"50003",2811,112,435,2371,159,218,233,856,34.6392212810839,106.462701781898,948.516663609406,22.3321276828575,102.33220225513,707.460631827229,11.8945722398151,3.6217952248566,240.481750131646
5,"50004",1190,365,234,1051,176,171,187,225,92.4989243878134,53.291981805604,267.442615553826,26.2040467130501,11.4234633836496,189.480045027387,66.1075347213241,41.7097232936661,77.7431459117649
5,"50005",2595,571,564,2670,646,234,414,604,171.002108298174,143.50416711227,704.651283909644,104.408355857744,81.1887814412546,420.365291287978,65.7344501400151,61.4534056013372,283.473185077966
5,"50006",919,23,143,840,101,27,103,287,7.45945235005894,35.2067735761558,348.864722416493,4.54262125682883,27.5092202300912,251.960918548985,2.42846570341286,7.40228458791644,96.4200373165458
5,"50007",1005,7,74,984,37,142,37,508,2.37454275778913,20.1964367983779,522.257467225708,1.54514766994879,17.0024653566928,481.402894329198,0.705471768378757,2.99525766816714,40.6335406372899
5,"50008A",1123,2,52,1035,58,39,77,660,0.640667768557618,14.7801838386026,719.908128531,0.419081896834445,12.1155508978979,636.549456146729,0.18885327738051,2.49595944283956,83.1784528463785
5,"50008B",743,15,48,540,18,55,48,298,4.86129575870531,12.3266867698238,329.149565475807,3.59167219227739,7.46998548094464,286.975558664543,1.14727925214039,4.71279472643802,42.0083834274051
5,"50009",408,34,8,405,137,31,40,135,10.7570958290475,2.18093263850695,162.358003408965,7.42293956589152,1.69039965391408,123.685627560942,3.17315660389698,0.423386780697564,38.5231886713232
5,"50010A",1587,426,337,1389,202,167,285,355,124.56198371792,84.7736522103976,430.388408125451,69.2119399014017,72.9513803771035,213.164150289125,55.1925000732648,11.6453831629282,217.041674409039
5,"50010B",202,93,65,179,54,13,34,43,34.0161752906446,18.8597451095397,23.5351524074161,8.21743526919866,14.5974195842953,18.3532040315468,25.6790107038495,4.07707147740985,5.03122602230224
5,"50011",2163,43,91,2134,39,20,137,1028,14.8365863783729,24.6104218802315,1125.67605464978,10.2699426285685,18.8318007958608,988.482745850425,4.12748604515565,5.33562815352007,136.71020151277
5,"50012",1177,51,116,1144,65,86,94,427,16.2284231975896,30.4558616301818,475.484520515427,13.0920464767504,26.9595906981248,363.650876569855,2.96547838569363,3.31180476706728,111.624866759052
5,"50013",872,169,190,832,225,55,142,277,58.9900061148764,57.0982334080345,301.869198942931,44.1648764759008,45.7549078067323,191.934932241643,14.6453022660315,11.165170472196,109.767395377833
5,"50014",2057,280,219,2124,194,134,311,869,98.0797703124302,63.2211494509007,1016.71664603545,19.6807436015141,46.3362725875295,802.432308592391,78.2176566232319,16.6990672965889,214.072871740819
5,"50015",1352,227,362,1381,130,318,65,272,50.526485388994,48.4273618190006,241.736902873006,35.2014001353517,39.3051369803092,196.312548939564,13.6030162672843,7.86461020946747,44.0816160045338
5,"50016",3380,698,1407,3058,708,1056,524,571,208.420050692927,249.932689529492,635.930158733747,91.8319043035093,166.797162119749,327.256534090276,116.408807142509,83.073478771814,308.477063522996
5,"50017",2064,10,36,2115,14,23,181,795,3.23556933089723,9.68720987102403,963.521402950525,1.95105544319835,7.46974170153282,780.429346399652,1.05789582312334,1.78363668628183,182.468554722562
5,"50018",796,124,98,676,96,42,82,288,41.0922024504793,25.8784632165125,303.313736524377,30.5044466798405,24.3470989540206,229.014138548363,10.4057698072551,1.42115481171962,74.1611541995987
5,"50019",1514,189,78,1253,0,43,253,771,72.6906087360693,23.1257238486074,925.165595101564,67.9363612815641,21.2848208267892,641.600713061338,4.59226995140069,1.66064893846665,283.392463292789
5,"50020",4132,2041,1413,3837,2119,699,1190,157,594.316347567883,400.790574356573,352.554596221158,65.7252024316068,14.6685099833481,87.7983535947813,528.047926109595,385.686195976542,264.250306887637
5,"50021",1999,282,238,2052,457,82,205,612,86.3863375920276,59.4296097207255,672.851433909301,53.0088708719419,39.3462346861467,522.873035242216,32.8449402840632,19.5561946061104,149.495121805068
5,"50022",601,21,25,495,25,17,47,261,6.99922725628491,6.63006444775584,294.084819564886,5.19477011359749,5.07926104030556,242.485465710226,1.72738952240543,1.39014312283862,51.4422505191691
5,"50023",595,2,17,520,24,24,51,260,0.66092944341689,4.44170061057403,306.166278145922,0.414001225117622,3.59378799003581,253.193295743976,0.202885772039613,0.695671925927506,52.8053623547701
