"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,81.647328454528,53.7402062073421,878.690872647434,27.48477026092,54.162558193608,22.1474792954866,31.5927269118555,703.980432044729,174.710440602705
1,"10002",2732,188,135,2995,237,199,228,1179,42.5925114478271,34.3170422654095,1328.63278380498,14.2692303283688,28.3232811194583,14.2713030335537,20.0457392318558,1147.82737382321,180.805409981771
1,"10003",1345,92,96,1225,54,34,108,650,21.6938653967182,24.8115601192674,709.794633995551,7.41147495945183,14.2823904372664,10.8663944674551,13.9451656518123,629.974604660347,79.8200293352044
1,"10004",1684,52,47,1789,90,11,128,729,11.4144409061509,12.2862087684784,832.796416591602,3.95695226478345,7.45748864136747,5.14271134693976,7.1434974215386,718.154717128703,114.641699462899
1,"10005",366,3,12,356,0,4,13,174,0.687733286848606,3.14276379552312,182.960247139459,0.238758479573284,0.448974807275322,1.32274039706622,1.82002339845691,171.547440616523,11.4128065229354
1,"10006",1474,639,239,1782,968,123,385,317,242.292801307062,79.0301828060186,377.93074389081,52.0738510296366,190.218950277425,29.3371602280068,49.6930225780117,236.221092883882,141.709651006928
1,"10007",2106,887,752,1940,916,136,499,148,201.428590465883,198.777379437345,246.517010212053,24.9565276374237,176.47206282846,29.6091527341718,169.168226703173,97.3055411069348,149.211469105118
1,"10008",825,341,190,934,459,129,104,52,32.6834047929787,29.0473315785939,96.472570291147,7.37131148474318,25.3120933082355,8.94143828851278,20.1058932900811,39.8901610387184,56.5824092524286
1,"10009",1599,132,104,1612,323,79,157,559,28.6519072723375,26.3799022319335,661.298961876677,9.73187312161413,18.9200341507234,10.5316524435504,15.8482497883831,539.359667162476,121.939294714201
1,"10010",6925,2641,1572,7526,2687,1615,45,278,55.6848746534577,64.8008445477218,205.791733690137,35.0325191109828,20.6523555424749,47.2072173308441,17.5936272168778,194.9725581205,10.8191755696369
1,"10011",8731,3483,1818,4457,1685,772,179,518,123.123833739078,132.169186535817,444.642007161783,50.4990165453891,72.6248171936885,67.8583588381027,64.3108276977138,399.885882844947,44.7561243168359
1,"10013",2114,267,239,2043,374,173,256,782,60.0605692023576,63.205173170634,915.309530544253,19.8236126897285,40.2369565126291,26.6161168444212,36.5890563262128,736.01152159006,179.298008954193
1,"10015",972,43,59,901,26,15,91,463,9.5287683080722,15.4391482580943,528.622971471234,3.402953197365,6.1258151107072,6.36484761168952,9.07430064640476,452.54468630079,76.078285170444
1,"10016",829,86,33,1013,159,58,95,335,20.1200062999171,8.65906296366107,400.529675275676,6.84493315504623,13.2750731448708,3.57001915435831,5.08904380930276,323.915954590164,76.6137206855122
1,"10017",986,154,114,1192,186,80,145,343,35.7780156568837,28.9919615529928,423.426799434678,12.3781364749953,23.3998791818884,11.7948885746706,17.1970729783222,319.711281983635,103.715517451042
1,"10018",2334,229,94,2650,497,73,245,954,51.0879410150857,23.6140331334474,1124.45339567778,17.2898530209774,33.7980879941083,9.87932223389966,13.7347108995478,926.571889460494,197.88150621729
1,"10019",2560,299,303,2522,419,201,280,999,67.4600343246534,82.8214568759405,1129.06227391486,23.7229069422953,43.7371273823581,33.2918377237774,49.5296191521631,941.943394005703,187.118879909153
1,"10020",1477,166,336,1297,317,111,168,519,37.9742736558634,92.1123001130456,556.280591482901,13.2229192087475,24.7513544471159,37.269799291287,54.8425008217586,467.740065979884,88.5405255030165
1,"10021",2266,151,223,1878,348,199,139,899,33.5944494550605,56.6560706012621,948.888675928019,11.7972453626488,21.7972040924117,23.7900971116046,32.8659734896575,864.12779139191,84.7608845361085
1,"10022",1103,118,60,1271,84,47,127,498,29.0150153344995,16.3930205141843,579.047334143965,9.79078193658402,19.2242333979155,6.62909771579492,9.7639227983894,480.458509895057,98.5888242489085
1,"10023",1359,62,46,1803,147,21,116,702,14.7140675300769,12.382369479403,790.05048449488,5.14533908261583,9.56872844746106,5.09919057095102,7.28317890845203,690.373966830507,99.6765176643731
1,"10024",855,22,24,1081,100,30,44,410,5.02714186410393,6.49560240009794,442.254674545792,1.7004042748384,3.32673758926553,2.68541964634423,3.81018275375371,404.210887120263,38.0437874255289
3,"30001",2607,19,1294,1984,23,914,181,761,9.38384713445933,408.166871490733,524.533662605949,4.63772622694911,4.74612090751022,308.202503606826,99.9643678839067,446.655431239282,77.8782313666674
3,"30002",2689,22,768,2596,26,564,199,1297,11.0174069538948,337.93297271269,1147.26313508237,5.68271798585676,5.33468896803803,238.449565028977,99.483407683713,1052.04071586327,95.2224192191004
3,"30003",2596,59,1107,2425,45,849,205,932,29.5088835284767,456.057632018948,650.700572097479,15.0463158939566,14.4625676345201,352.756319875501,103.301312143448,562.955943173089,87.7446289243905
3,"30004",2582,33,1373,2095,10,1024,210,649,16.1504909718409,386.601106847272,459.114807567649,7.98008765434736,8.17040331749355,274.071318756107,112.529788091165,369.673992244207,89.4408153234424
5,"50001",868,135,338,822,258,127,115,174,42.7529642565301,53.7951490182256,193.379464325489,7.38857202653412,35.364392229996,8.50192457977467,45.2932244384509,160.13618934658,33.2432749789092
5,"50002",4145,1789,1195,3306,1397,720,937,322,405.051319233422,257.049315288459,597.940698758492,27.980152791468,377.071166441954,20.5161258956953,236.533189392763,279.335124946981,318.605573811511
