"CNTY_x","CNTYVTD","VAP","BVAP","HVAP","TOTPOP","BPOP","HPOP","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,40.0318792794624,9.30183626238752,965.747360218536,15.2422464618312,24.7896328176312,4.6739928428417,4.62784341954583,734.139466490776,231.60789372776
1,"10002",2732,188,135,2995,237,199,228,1179,9.53427411540356,41.1111774176513,1357.4527249538,3.63957786229687,5.89469625310669,20.7468809068591,20.3642965107922,1155.23453650104,202.218188452764
1,"10003",1345,92,96,1225,54,34,108,650,7.68754190778159,7.62215817036592,741.40404331132,2.95808253923867,4.72945936854292,3.91239833799348,3.70975983237244,641.692594997181,99.7114483141395
1,"10004",1684,52,47,1789,90,11,128,729,13.3091988109357,2.43447829244678,841.577028676355,4.95967406525983,8.34952474567589,1.22666584601947,1.20781244642731,722.624408781015,118.95261989534
1,"10005",366,3,12,356,0,4,13,174,0,0.878837114803152,186.025846606551,0,0,0.454784689095985,0.424052425707167,172.492213896418,13.5336327101322
1,"10006",1474,639,239,1782,968,123,385,317,196.32520596259,35.359354585495,467.502717703061,59.9687533264697,136.356452636121,17.4071318812101,17.9522227042849,240.044515582757,227.458202120303
1,"10007",2106,887,752,1940,916,136,499,148,95.6056844553301,30.5970813285317,521.079223616975,26.3869899712221,69.218694484108,14.4430308564464,16.1540504720853,110.549107632915,410.53011598406
1,"10008",825,341,190,934,459,129,104,52,16.8498962044013,18.0830547105261,122.976270342344,5.72125647082498,11.1286397335764,8.25984014558599,9.82321456494015,40.9038376697391,82.0724326726046
1,"10009",1599,132,104,1612,323,79,157,559,47.1906705602479,16.6654267194394,652.638642535576,17.5086663071823,29.6820042530656,8.60957136747481,8.05585535196462,532.479605447483,120.159037088093
1,"10010",6925,2641,1572,7526,2687,1615,45,278,36.2188483609355,49.7095828680913,240.56639403248,17.548448253589,18.6704001073465,33.3704392028599,16.3391436652314,227.363277311961,13.2031167205188
1,"10011",8731,3483,1818,4457,1685,772,179,518,63.2803543643667,101.751714096534,534.598371949476,23.3338883082202,39.9464660561465,50.2064770491323,51.5452370474017,445.422391456086,89.1759804933894
