"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,102.395168140285,44.9701232396674,869.222685564348,8.62237972725544,93.7727884130297,5.63865516179742,39.33146807787,739.88882204707,129.333863517278
1,"10002",2732,188,135,2995,237,199,228,1179,60.0826619788952,29.0012708829128,1317.62546390563,4.68214488780442,55.4005170910908,3.91325744640057,25.0880134365122,1168.8904207321,148.735043173534
1,"10003",1345,92,96,1225,54,34,108,650,30.475948965647,20.4098367344311,707.342783054366,2.22294323696116,28.2530057286858,2.75025411486592,17.6595826195652,643.660675549222,63.6821075051435
1,"10004",1684,52,47,1789,90,11,128,729,17.5702251400067,9.87127677430502,829.385111837691,1.24023053963637,16.3299946003703,1.26237496965474,8.60890180465028,726.615848763857,102.769263073835
1,"10005",366,3,12,356,0,4,13,174,1.01101178287707,2.52373437038444,184.054739171256,0.0793474979674547,0.93166428490962,0.348280213279022,2.17545415710542,173.199020477156,10.8557186941003
1,"10006",1474,639,239,1782,968,123,385,317,257.477087040664,57.1506563817417,385.907136021979,10.6672592034448,246.80982783722,6.79084329841476,50.3598130833269,298.920240014816,86.9868960071629
1,"10007",2106,887,752,1940,916,136,499,148,188.231655380775,171.358265808458,287.835861663216,7.67110240797088,180.560552972805,12.6929047929226,158.665361015535,130.681730129513,157.154131533703
1,"10008",825,341,190,934,459,129,104,52,22.217255653102,24.8435205609514,111.842210081037,1.29840147699831,20.9188541761036,2.5969623038419,22.2465582571095,50.8785438985492,60.9636661824882
1,"10009",1599,132,104,1612,323,79,157,559,40.6507966293039,20.766672279324,655.400902584921,2.72157540638443,37.9292212229195,2.91240720906307,17.8542650702609,553.886472078587,101.514430506335
1,"10010",6925,2641,1572,7526,2687,1615,45,278,38.787474182727,54.8758424568943,236.50853976024,11.5595985621817,27.2278756205453,35.4393042366059,19.4365382202883,229.566345939213,6.94219382102681
1,"10011",8731,3483,1818,4457,1685,772,179,518,88.1639321623203,110.584599841936,502.85710617378,11.8488629016999,76.3150692606204,28.4689282938596,82.1156715480764,476.390621829823,26.4664843439567
1,"10013",2114,267,239,2043,374,173,256,782,85.9899018844285,51.0634122892865,900.759010954381,6.44447279572188,79.5454290887066,6.64683987388838,44.4165724153982,767.461341271813,133.297669682569
1,"10015",972,43,59,901,26,15,91,463,14.0518658947697,12.5175786071398,527.84307181391,0.992037946281488,13.0598279484882,1.78877213172357,10.7288064754163,459.991860388385,67.8512114255245
1,"10016",829,86,33,1013,159,58,95,335,26.8456085160648,6.92859519574146,396.266704940576,1.69826609848936,25.1473424175754,0.930776727954238,5.99781846778722,331.991301205918,64.2754037346577
1,"10017",986,154,114,1192,186,80,145,343,47.1862464255958,22.880714949881,418.380515825834,3.60962525766646,43.5766211679293,2.89853216523851,19.9821827846425,336.253165344861,82.1273504809734
1,"10018",2334,229,94,2650,497,73,245,954,69.8823278942316,21.4288927988196,1108.60314012417,4.99833097294096,64.8839969212907,2.91427557486896,18.5146172239506,946.450672384078,162.152467740094
1,"10019",2560,299,303,2522,419,201,280,999,93.530914873167,63.7535282544692,1123.21784700261,7.08059634277809,86.4503185303889,8.80206361566434,54.9514646388049,984.369943574147,138.84790342846
1,"10020",1477,166,336,1297,317,111,168,519,50.0096367292221,68.2926450047193,568.690827741596,3.5053257788075,46.5043109504146,9.4824265258369,58.8102184788824,504.761478700297,63.9293490412992
1,"10021",2266,151,223,1878,348,199,139,899,46.4879838075564,43.291066394358,947.565387254457,3.4537701110856,43.0342136964708,6.08673629174915,37.2043301026089,886.816465584625,60.7489216698319
1,"10022",1103,118,60,1271,84,47,127,498,40.2656832614226,12.7309566375499,572.68974556096,2.68628055788267,37.5794027035399,1.70555389322367,11.0254027443263,493.953186760696,78.7365588002634
1,"10023",1359,62,46,1803,147,21,116,702,21.2352575008046,10.0865353541358,787.093726326872,1.48705188870852,19.7482056120961,1.36311403971707,8.72342131441873,698.471656012703,88.6220703141691
1,"10024",855,22,24,1081,100,30,44,410,7.38483735020371,4.99669344901163,442.651632603942,0.546336791382375,6.83850055882133,0.675227439494235,4.32146600951739,408.284102975813,34.3675296281287
3,"30001",2607,19,1294,1984,23,914,181,761,6.33889729538634,198.525747587452,738.655049474193,0.0554197465965261,0.649277494824862,122.092705419418,300.809047536781,156.041876634318,8.71643270653177
3,"30002",2689,22,768,2596,26,564,199,1297,7.32204051859593,191.724296191067,1295.19379066693,0.0496001075401061,0.628729307578543,172.418655767619,675.138912112937,108.725717499574,3.88695445692478
3,"30003",2596,59,1107,2425,45,849,205,932,19.1238969076034,188.749070632306,929.860338060808,0.028298663089849,0.305498466326881,106.840670998648,419.02612572388,97.0283927410372,4.60041397476196
3,"30004",2582,33,1373,2095,10,1024,210,649,11.0911111964655,179.670820405383,668.721825500724,0.105628054399733,1.26112020364915,42.742684692817,263.783081156019,85.9670379253947,6.65806481761607
5,"50001",868,135,338,822,258,127,115,174,35.7434811033653,49.709742672437,204.626830534841,1.8734472036256,25.9894071712373,8.95822554817292,62.4626821028999,1903.71330239448,426.143254453307
5,"50002",4145,1789,1195,3306,1397,720,937,322,296.664945262686,252.964177386571,709.433846769659,0.648181952643544,14.08927200193,2.55546631129651,24.8220519495967,656.473289836819,955.229150379116
5,"50003",2811,112,435,2371,159,218,233,856,34.7712380387304,82.7918085846725,973.530961329059,2.46245671595265,29.5320010556605,14.6395933420439,99.7571714329073,1226.35325412693,186.553133666938
5,"50004",1190,365,234,1051,176,171,187,225,64.8337517809738,42.0699272467284,306.640195517558,1.89917557996431,26.6114990794957,8.02173334477153,56.1240105240961,1470.58718340034,605.741107330224
5,"50005",2595,571,564,2670,646,234,414,604,146.213772263666,103.74711016111,769.545073125324,0.17534374317142,3.0949905301034,3.15736969262029,21.4470523391147,1186.56261908875,376.896877191198
5,"50006",919,23,143,840,101,27,103,287,7.67862755668902,28.9524976120727,354.650167610787,0.981628822389867,13.3685859816265,8.46760573212133,56.4110139250388,1458.98056731252,365.963014572527
5,"50007",1005,7,74,984,37,142,37,508,2.38089587662426,16.4990797167427,526.124205672034,0.43808177958536,6.17690702266563,4.78379832579706,29.9459249096158,1602.79751600281,72.6001792594386
5,"50008A",1123,2,52,1035,58,39,77,660,0.680037514900182,11.2277822833855,723.412530617728,0.362533405231761,4.00441130723646,2.14717424618405,13.6648599291116,677.229260815596,69.6262391378021
5,"50008B",743,15,48,540,18,55,48,298,4.9076627213471,10.4380795323423,331.469688167829,0.36351791685196,4.07799888374405,6.03151002946343,41.2779191277244,989.252531930749,118.909933375018
5,"50009",408,34,8,405,137,31,40,135,10.6290117014547,1.68588517890639,164.209331657332,2.33732905866125,33.3493146704068,20.362056547424,140.267160968534,2429.6495888726,520.514371177681
5,"50010A",1587,426,337,1389,202,167,285,355,104.572351480334,62.8713360062698,474.095211997554,0.643327106849326,9.57302119023958,6.00871202300417,42.7991832169338,847.458301953837,327.171173162237
