"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,0.125267887736239,0.134711440190509,0.386707068836112,0.257602398444315,0.233072001598438,0.0659089265158648,0.382870286180554,0.367783441788947,0.452615995351977
1,"10002",2732,188,135,2995,237,199,228,1179,0.131050607711436,0.143665076100459,0.470603293745366,0.249940810014493,0.237538189288832,0.0617889540818823,0.380991417725928,0.381203265389291,0.532392247827248
1,"10003",1345,92,96,1225,54,34,108,650,0.138826005021125,0.137722898137346,0.539153366562187,0.245859945328092,0.251873189869353,0.0525064595009506,0.384685950349217,0.389596088006699,0.591659826063138
1,"10004",1684,52,47,1789,90,11,128,729,0.130216213602396,0.140199812362715,0.451410952329069,0.228902927925536,0.230820605711254,0.0664813829202894,0.359119141527933,0.371020418073969,0.517892335249358
1,"10005",366,3,12,356,0,4,13,174,0.125754810343652,0.140698222756826,0.487215061073227,0.220763893567698,0.234018067066361,0.0281214986050486,0.34651870391135,0.374716289823187,0.515336559678276
1,"10006",1474,639,239,1782,968,123,385,317,0.0913446563885908,0.131678624790212,0.381609552299666,0.361314631955696,0.269373123998742,0.149769988400271,0.452659288344287,0.401051748788954,0.531379540699938
1,"10007",2106,887,752,1940,916,136,499,148,0.0244086762898621,0.0332578130120531,0.222413588746071,0.239478535021777,0.286724612120238,0.149968212281967,0.263887211311639,0.319982425132291,0.372381801028038
1,"10008",825,341,190,934,459,129,104,52,0.0216322339425381,0.0435607654029241,0.132743300517058,0.120049316303339,0.180457642530988,0.0992520693821534,0.141681550245877,0.224018407933912,0.231995369899211
1,"10009",1599,132,104,1612,323,79,157,559,0.127514388401329,0.129237626193933,0.387769541121249,0.238735673199806,0.232376719159728,0.0740201451878408,0.366250061601136,0.361614345353661,0.46178968630909
1,"10010",6925,2641,1572,7526,2687,1615,45,278,0.0125773507157775,0.0270072222002483,0.0760118144340854,0.00585736144173333,0.0109377178821322,0.00548532613249432,0.0184347121575109,0.0379449400823806,0.0814971405665797
1,"10011",8731,3483,1818,4457,1685,772,179,518,0.0179814929372153,0.0428240013512236,0.110864387304621,0.0164649667926254,0.036599941319426,0.0167136547692133,0.0344464597298407,0.0794239426706495,0.127578042073834
1,"10013",2114,267,239,2043,374,173,256,782,0.130412900760196,0.139748707691838,0.444138585585735,0.248951689838683,0.251021265865549,0.0802174988195742,0.379364590598879,0.390769973557386,0.52435608440531
1,"10015",972,43,59,901,26,15,91,463,0.119573334535978,0.145282426795907,0.515814921160286,0.258512120374441,0.250223309235417,0.0743522975638874,0.37808545491042,0.395505736031324,0.590167218724173
1,"10016",829,86,33,1013,159,58,95,335,0.130407801496188,0.14781047441293,0.449003372892254,0.271237757112952,0.22699481596892,0.0899086839030748,0.40164555860914,0.37480529038185,0.538912056795328
1,"10017",986,154,114,1192,186,80,145,343,0.11968934053498,0.131072885226241,0.431441234319222,0.286992923521871,0.251572701445874,0.0986045124054075,0.406682264056852,0.382645586672115,0.53004574672463
1,"10018",2334,229,94,2650,497,73,245,954,0.124771916185404,0.1465190588581,0.453163708960579,0.275617465763689,0.232854213020079,0.079188856769593,0.400389381949093,0.379373271878179,0.532352565730172
1,"10019",2560,299,303,2522,419,201,280,999,0.137856066048911,0.149824371978402,0.466213953310878,0.247957258952874,0.238898321907434,0.0676056689286402,0.385813325001786,0.388722693885835,0.533819622239519
1,"10020",1477,166,336,1297,317,111,168,519,0.129830892699395,0.153260221966129,0.45624771996502,0.236827134972983,0.186039696602596,0.0686963592878925,0.366658027672378,0.339299918568725,0.524944079252912
1,"10021",2266,151,223,1878,348,199,139,899,0.133470965035122,0.144135406498719,0.447015850098483,0.221347108336041,0.197739618102193,0.032681551610296,0.354818073371163,0.341875024600912,0.479697401708779
1,"10022",1103,118,60,1271,84,47,127,498,0.132909094639943,0.146266291092268,0.51088255910216,0.282947934384281,0.230410878222044,0.0864197044386753,0.415857029024224,0.376677169314312,0.597302263540835
1,"10023",1359,62,46,1803,147,21,116,702,0.132016718418926,0.139610123557046,0.547742529997058,0.244204356087459,0.228095370552276,0.0722397217267574,0.376221074506385,0.367705494109322,0.619982251723815
1,"10024",855,22,24,1081,100,30,44,410,0.128852946735727,0.144713805947675,0.498118830502332,0.235556348598542,0.22450143246197,0.041850687006628,0.364409295334269,0.369215238409645,0.53996951750896
3,"30001",2607,19,1294,1984,23,914,181,761,0.323303331728015,0.256614450101543,0.326848061842452,0.327956040338654,0.0739268694437974,0.0619423036696668,0.651259372066669,0.330541319545341,0.388790365512118
3,"30002",2689,22,768,2596,26,564,199,1297,0.31884393562671,0.35833982667425,0.533561602970285,0.342170440111824,0.123896373515511,0.0512998313231776,0.661014375738534,0.482236200189762,0.584861434293463
3,"30003",2596,59,1107,2425,45,849,205,932,0.323723459128564,0.337884855754312,0.376410988319954,0.329825622358079,0.0869891278752427,0.062858619665344,0.653549081486643,0.424873983629554,0.439269607985298
3,"30004",2582,33,1373,2095,10,1024,210,649,0.328878159837582,0.203773417686767,0.305390604510714,0.335273268131391,0.0779630298379054,0.0787593037632015,0.664151427968973,0.281736447524672,0.384149908273915
5,"50001",868,135,338,822,258,127,115,174,0.0773859288968701,0.0579748827326998,0.368455535855388,0.313715154403816,0.124305204639977,0.0780997650518673,0.391101083300686,0.182280087372677,0.446555300907256
5,"50002",4145,1789,1195,3306,1397,720,937,322,0.0190067841330487,0.0254048614226316,0.225669578727716,0.310186439079845,0.210442294030821,0.112074778935019,0.329193223212893,0.235847155453453,0.337744357662735
5,"50003",2811,112,435,2371,159,218,233,856,0.101788174236323,0.0875072048497195,0.356356075691672,0.326708799964691,0.176073481388897,0.0535803928715981,0.428496974201013,0.263580686238616,0.40993646856327
5,"50004",1190,365,234,1051,176,171,187,225,0.0592060563717548,0.066120037888042,0.32146553626423,0.272051870149677,0.176291288060235,0.0802125638844156,0.331257926521432,0.242411325948277,0.401678100148645
5,"50005",2595,571,564,2670,646,234,414,604,0.0760847819083167,0.0782203641437393,0.355007227099168,0.326399800089278,0.193421440325139,0.0809725316872311,0.402484581997594,0.271641804468878,0.435979758786399
5,"50006",919,23,143,840,101,27,103,287,0.0983592414214933,0.0878321872105888,0.363506699128415,0.335500795162513,0.212434798108262,0.0857920807627085,0.433860036584006,0.300266985318851,0.449298779891124
5,"50007",1005,7,74,984,37,142,37,508,0.103205974818927,0.108814088403537,0.538456190039836,0.326001060567137,0.166317033679516,0.025794085808042,0.429207035386063,0.275131122083053,0.564250275847878
5,"50008A",1123,2,52,1035,58,39,77,660,0.10212682758057,0.107516502634339,0.608823894371598,0.334546856546898,0.213245141820903,0.0614548669627322,0.436673684127468,0.320761644455242,0.67027876133433
5,"50008B",743,15,48,540,18,55,48,298,0.098365209519205,0.099404192859221,0.429542846175571,0.323213077733036,0.192879647620682,0.0507981621370465,0.421578287252242,0.292283840479903,0.480341008312618
5,"50009",408,34,8,405,137,31,40,135,0.0862577050118474,0.0996140162933279,0.361346324092958,0.353218582927809,0.198072946812857,0.071165615103354,0.439476287939657,0.297686963106184,0.432511939196312
5,"50010A",1587,426,337,1389,202,167,285,355,0.0808544828114876,0.0765550425311234,0.360443684666829,0.324982060201561,0.21029092167165,0.0911529272795824,0.405836543013048,0.286845964202774,0.451596611946411
5,"50010B",202,93,65,179,54,13,34,43,0.134820756468063,0.138070994045391,0.455940403732482,0.234980339907137,0.154871017087523,0.0777987011874013,0.3698010963752,0.292942011132914,0.533739104919883
5,"50011",2163,43,91,2134,39,20,137,1028,0.102951996040923,0.106382225708604,0.49976774698813,0.340437999613859,0.215150445962677,0.050695997555643,0.443389995654783,0.321532671671281,0.550463744543773
5,"50012",1177,51,116,1144,65,86,94,427,0.10529524903487,0.101261939235309,0.406468571149166,0.331613755665728,0.202482677367957,0.0538243019133656,0.436909004700598,0.303744616603265,0.460292873062531
5,"50013",872,169,190,832,225,55,142,277,0.100324050108898,0.103048803662961,0.466748685967517,0.360356592128878,0.207035146194512,0.0800435441934384,0.460680642237776,0.310083949857473,0.546792230160956
5,"50014",2057,280,219,2124,194,134,311,869,0.104529981419345,0.108531450852844,0.522129205687796,0.392861590574094,0.226009146604023,0.0964118100773465,0.497391571993439,0.334540597456867,0.618541015765142
5,"50015",1352,227,362,1381,130,318,65,272,0.091051280863441,0.0651251688540478,0.301535265642095,0.132633042124999,0.0524131638785652,0.0252581116431168,0.22368432298844,0.117538332732613,0.326793377285212
5,"50016",3380,698,1407,3058,708,1056,524,571,0.0756077442751018,0.0532908891606397,0.349422479579948,0.304669077673462,0.14563435030117,0.0837822770716628,0.380276821948563,0.19892523946181,0.433204756651611
5,"50017",2064,10,36,2115,14,23,181,795,0.10116509830048,0.0970570748374218,0.391610261148606,0.342860564825948,0.205094063762775,0.084517575619215,0.444025663126428,0.302151138600197,0.476127836767821
5,"50018",796,124,98,676,96,42,82,288,0.10955346260737,0.0991580424680537,0.458473847738716,0.294734402261673,0.180522149610056,0.050330587091268,0.404287864869043,0.27968019207811,0.508804434829984
5,"50019",1514,189,78,1253,0,43,253,771,0.112658230279939,0.110303682401602,0.592581053975659,0.423114002990896,0.233396551051325,0.123414962975049,0.535772233270835,0.343700233452927,0.715996016950708
5,"50020",4132,2041,1413,3837,2119,699,1190,157,0.00858327539072031,0.0111178717314877,0.190723870644145,0.391372098178341,0.217368621422023,0.121460315833005,0.399955373569062,0.228486493153511,0.312184186477151
5,"50021",1999,282,238,2052,457,82,205,612,0.0949407589615822,0.0965230969344823,0.380191047965026,0.306555910395546,0.186724814316984,0.0507090636333107,0.401496669357128,0.283247911251466,0.430900111598336
5,"50022",601,21,25,495,25,17,47,261,0.103069520033915,0.102673928916166,0.460915978430855,0.328726791683687,0.210892557589819,0.0629893240636179,0.431796311717603,0.313566486505984,0.523905302494473
5,"50023",595,2,17,520,24,24,51,260,0.0995211427243323,0.102472994586881,0.447406344920424,0.332652028160243,0.200457108916854,0.0813554019549396,0.432173170884576,0.302930103503735,0.528761746875364
5,"50024",3162,165,661,3084,309,370,223,1078,0.102803310286372,0.0988991936085434,0.426347011930576,0.312174623052204,0.117567715798242,0.0407970362855136,0.414977933338577,0.216466909406785,0.46714404821609
5,"50025",2694,134,390,2840,218,346,227,1016,0.0968795273773717,0.103159629086156,0.444337521599417,0.334962030027863,0.184624861039348,0.0508399068435753,0.431841557405234,0.287784490125504,0.495177428442992
5,"50026",1647,41,73,1682,115,56,121,887,0.100250613942257,0.10639593110993,0.56987107037048,0.352201065306248,0.211268042485749,0.0589984856229227,0.452451679248505,0.317663973595679,0.628869555993403
5,"50027",384,0,9,364,7,54,23,207,0.0972842132676731,0.104638590251603,0.544065212591186,0.33284585024872,0.207529088823547,0.0574835137041146,0.430130063516393,0.312167679075151,0.601548726295301
5,"50028",1173,42,217,1100,34,143,111,542,0.102220670518338,0.126976574707253,0.556037741656446,0.330232952646703,0.201613381683316,0.0585371336695289,0.432453623165041,0.328589956390569,0.614574875325975
5,"50029",1656,47,141,1340,97,36,149,697,0.102140838413874,0.0927892749238759,0.462366062032138,0.347254464975578,0.227222796473415,0.0689820502720751,0.449395303389451,0.320012071397291,0.531348112304213
5,"50030",1076,4,30,979,0,27,76,462,0.095220109230837,0.103070216993439,0.440604734159675,0.337160453686851,0.206662059714899,0.066010922120533,0.432380562917688,0.309732276708338,0.506615656280208
5,"50031",557,17,163,527,10,81,49,169,0.098049778581736,0.0942183439098667,0.404490274894274,0.323197508837276,0.133701622973523,0.0592751335018324,0.421247287419012,0.22791996688339,0.463765408396106
5,"50032",439,13,3,446,0,12,33,223,0.104888359999721,0.103093496117467,0.519670644250507,0.346343601874349,0.205389747485394,0.067538376390008,0.451231961874071,0.308483243602861,0.587209020640515
5,"50033",905,9,33,881,28,20,55,424,0.0950142767292521,0.106323784605894,0.484749260005706,0.333473898677235,0.20578716892139,0.052770527979884,0.428488175406487,0.312110953527284,0.53751978798559
5,"50034",2620,285,170,2075,166,118,248,1009,0.110264255642273,0.102812897529519,0.44317204987161,0.333115802935913,0.201903679539573,0.0550810492722894,0.443380058578186,0.304716577069092,0.498253099143899
5,"50035",1919,204,130,1806,202,111,203,910,0.104700021255963,0.106810277058385,0.55080676110447,0.364527873218555,0.211597400246559,0.0636509933381154,0.469227894474518,0.318407677304944,0.614457754442585
5,"50036",4,0,0,5,0,1,1,2,0.100108537656228,0.104622412831609,0.440908790839452,0.332039154102353,0.193127410684557,0.120758112888097,0.43214769175858,0.297749823516166,0.561666903727549
5,"50037",547,16,90,557,27,49,42,198,0.101663678334098,0.103421774705551,0.423431905859371,0.327193207038642,0.172533884422618,0.0501096256549297,0.42885688537274,0.27595565912817,0.473541531514301
5,"50038",521,13,90,513,33,88,32,186,0.102243680837862,0.102171216070938,0.419399639219405,0.327796251227748,0.140127999260097,0.0391014773442275,0.430039932065611,0.242299215331035,0.458501116563633
5,"50039",817,125,65,835,166,99,80,265,0.104488484161109,0.103852725471681,0.392090632408788,0.295908169650499,0.194450434340774,0.0495702637554715,0.400396653811608,0.298303159812454,0.441660896164259
5,"50040",1124,276,158,1004,330,42,171,306,0.0884260356077235,0.0881570947588216,0.389372314703147,0.324473244903126,0.188157430705175,0.0749495078984222,0.41289928051085,0.276314525463996,0.464321822601569
5,"5011B",1518,92,52,1343,113,24,150,494,0.101202874227364,0.098213139923552,0.350252764316703,0.336862988275123,0.203010920814891,0.0791893145585496,0.438065862502487,0.301224060738443,0.429442078875253
5,"5017B",504,1,6,469,6,2,47,171,0.103559751407213,0.101191962442867,0.345239339653829,0.327607466332519,0.199089627941318,0.0902737531145399,0.431167217739732,0.300281590384185,0.435513092768369
7,"70001",2287,24,276,2071,4,457,315,889,0.322970012531897,0.301757939215478,0.401557997114775,0.340927728230751,0.286979156995265,0.11424050246627,0.663897740762648,0.588737096210743,0.515798499581045
7,"70002",4386,68,1652,3902,19,1260,736,1118,0.315905769044031,0.25989949821479,0.250389556697978,0.333505362711334,0.216113416906764,0.133783219582319,0.649411131755365,0.476012915121553,0.384172776280298
7,"70003",4941,50,743,5238,16,583,684,2011,0.314195811844302,0.312616799026315,0.425083075862256,0.348940462641739,0.293134865356052,0.108153173464479,0.663136274486041,0.605751664382367,0.533236249326735
7,"70004",3772,28,416,3501,0,513,584,1742,0.319586266502612,0.297992106782858,0.483787811272957,0.338719439516597,0.295083164169071,0.13559973348572,0.658305706019209,0.593075270951929,0.619387544758676
7,"7001A",2267,29,564,1958,20,381,225,536,0.315993398130678,0.28573647789963,0.219589273341109,0.343619596405654,0.197521658247916,0.0625435075378746,0.659612994536332,0.483258136147546,0.282132780878983
7,"7004A",982,1,96,1230,0,155,160,534,0.311378904084293,0.30111494320597,0.5692718153206,0.346052764579898,0.29242002563347,0.148729328834139,0.657431668664191,0.59353496883944,0.718001144154739
9,"90001",1578,4,63,1463,0,22,97,733,0.341632446947927,0.367079012662763,0.469834396309263,0.330476795524487,0.254861034654648,0.0528267930007016,0.672109242472414,0.621940047317412,0.522661189309964
9,"90002",925,4,39,931,2,13,83,542,0.334901612501935,0.381251905665834,0.59534683479044,0.339977282285283,0.266149874336048,0.0814272939125853,0.674878894787218,0.647401780001882,0.676774128703026
9,"90003",416,0,92,422,0,63,22,195,0.338539092143804,0.42483835034315,0.479388759908545,0.341527605758947,0.143764369221196,0.0326954369085846,0.680066697902751,0.568602719564347,0.51208419681713
9,"90004",685,0,118,675,1,82,29,425,0.325709182853228,0.457921284673471,0.650832717102774,0.338898005877784,0.138232163264084,0.0250620437422946,0.664607188731012,0.596153447937555,0.675894760845069
9,"90005",169,0,9,136,1,0,12,89,0.345033990869622,0.370572120595405,0.5342381537341,0.333557531409171,0.273985357978983,0.0616442537082226,0.678591522278792,0.644557478574389,0.595882407442323
9,"90006",1393,0,53,1198,26,6,115,683,0.339857425860184,0.377101414428947,0.495631697103354,0.340905803521487,0.263220696454786,0.0755130865511468,0.680763229381671,0.640322110883733,0.571144783654501
9,"90007",267,0,5,259,0,13,12,136,0.329282265875269,0.377295875306061,0.511518632010171,0.341635121317688,0.259339792778056,0.0437330973844138,0.670917387192957,0.636635668084117,0.555251729394584
9,"90008",337,1,17,328,1,6,24,194,0.343032324989924,0.374047305692767,0.584188467253274,0.331242999557623,0.264999537029758,0.0607294090199728,0.674275324547547,0.639046842722525,0.644917876273247
9,"90009",212,0,3,203,0,9,20,86,0.330296275640897,0.378106504220191,0.410042728577059,0.337424904871907,0.25078764788745,0.0925447816322168,0.667721180512804,0.628894152107641,0.502587510209276
9,"90010",760,4,22,823,0,15,105,448,0.330343247016432,0.383360100606613,0.59546306925673,0.349084041695971,0.2634906612468,0.133079746349159,0.679427288712403,0.646850761853413,0.728542815605889
9,"90011",127,3,2,124,0,1,6,69,0.332184391665315,0.38051433304095,0.548680847822169,0.350865962319735,0.261379131614702,0.0393488821105752,0.68305035398505,0.641893464655652,0.588029729932744
11,"110101",366,0,15,339,3,16,22,208,0.331871559174374,0.302264926405012,0.578836825217774,0.343137406807032,0.396845181599545,0.0463243448942908,0.675008965981406,0.699110108004557,0.625161170112065
