"CNTY_x","CNTYVTD","VAP","BVAP","HVAP","TOTPOP","BPOP","HPOP","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,15.2608195582385,3.07589617376946,735.827542658117,147.170317556294,12.3946982853723,101.469230007151,162.431137114532,15.4705944591418,837.296772665268
1,"10002",2732,188,135,2995,237,199,228,1179,17.5107476885399,14.604299898718,1146.6785551987,103.700849995335,54.3179875739266,72.2624022340712,121.211597683875,68.9222874726447,1218.94095743278
1,"10003",1345,92,96,1225,54,34,108,650,4.02785490148239,2.22024251973318,643.396115482361,26.1121591693463,10.3574589846001,71.1792209400574,30.1400140708287,12.5777015043333,714.575336422418
1,"10004",1684,52,47,1789,90,11,128,729,5.99281507142715,0.71504103611051,722.396234257765,44.4316494506772,3.22067254578241,80.5164198666555,50.4244645221044,3.93571358189292,802.91265412442
1,"10005",366,3,12,356,0,4,13,174,0,0.283881587111056,173.372758269526,0,1.19405935655648,12.2806453411627,0,1.47794094366754,185.653403610689
1,"10006",1474,639,239,1782,968,123,385,317,42.9492603107442,8.23754753480755,267.694293667834,267.69641086266,35.7408317204827,82.2688047439617,310.645671173405,43.9783792552903,349.963098411795
1,"10007",2106,887,752,1940,916,136,499,148,13.967966889454,7.01767642335431,129.444872939773,331.561700159469,37.8450818205479,129.802109307681,345.529667048923,44.8627582439022,259.246982247455
1,"10008",825,341,190,934,459,129,104,52,4.38279886666751,4.75664346876509,45.0982434867231,55.9777948916191,27.397996100334,22.9646096504012,60.3605937582866,32.1546395690991,68.0628531371243
1,"10009",1599,132,104,1612,323,79,157,559,29.7606422829659,3.94527917213719,525.767135322586,91.1418544289938,22.637602902354,44.4928283334527,120.90249671196,26.5828820744912,570.259963656039
1,"10010",6925,2641,1572,7526,2687,1615,45,278,25.7873024941063,30.0216026758168,225.312174259228,21.6456959473005,17.389234101908,9.74356264958283,47.4329984414068,47.4108367777248,235.055736908811
1,"10011",8731,3483,1818,4457,1685,772,179,518,46.8366346226801,42.2156727672639,430.147957196278,84.2844720890569,60.2279628013101,37.7423190556565,131.121106711737,102.443635568574,467.890276251935
1,"10013",2114,267,239,2043,374,173,256,782,26.6939643801651,11.5904703905649,742.483111215643,142.768872235286,47.2181430249597,67.7545857250661,169.462836615451,58.8086134155247,810.23769694071
1,"10015",972,43,59,901,26,15,91,463,1.84945097090009,0.893113471544371,459.994949848917,12.430646599546,4.49852256192823,74.2493836562816,14.2800975704461,5.3916360334726,534.244333505199
1,"10016",829,86,33,1013,159,58,95,335,13.907847487842,3.77909034757045,316.870722266846,53.8893293458429,15.8942695271727,27.4409073760219,67.7971768336849,19.6733598747432,344.311629642868
1,"10017",986,154,114,1192,186,80,145,343,11.9590506913108,5.21624478004479,326.571186787025,80.1451476793173,22.592143459899,43.4671097186084,92.1041983706281,27.8083882399438,370.038296505633
1,"10018",2334,229,94,2650,497,73,245,954,40.8062907872976,5.26846177200991,907.207467274295,152.303817200456,20.641541578036,74.2484891852661,193.110107987754,25.9100033500459,981.455956459561
1,"10019",2560,299,303,2522,419,201,280,999,30.3213898621661,15.0171319780998,952.341740689372,151.614019045021,53.2834616440326,77.1875467534278,181.935408907187,68.3005936221324,1029.5292874428
1,"10020",1477,166,336,1297,317,111,168,519,32.7415597399517,7.60646218121052,477.418556030796,99.2783956676486,28.1199066851859,42.1051154766795,132.0199554076,35.7263688663964,519.523671507475
1,"10021",2266,151,223,1878,348,199,139,899,41.8352193196747,15.7368394934438,839.61319637533,68.4943928730749,40.1428722886582,33.4892699426203,110.32961219275,55.879711782102,873.102466317951
1,"10022",1103,118,60,1271,84,47,127,498,5.64882201295092,3.27746515554164,489.053889795821,41.3940733965173,14.1318975015482,71.8576694061899,47.0428954094682,17.4093626570899,560.911559202011
1,"10023",1359,62,46,1803,147,21,116,702,10.2664886371365,1.44582794474749,690.853554183657,66.0226451318748,6.15494432514505,45.3676085827291,76.2891337690113,7.60077226989254,736.221162766386
1,"10024",855,22,24,1081,100,30,44,410,9.69482112186311,2.04772522067605,397.765256225588,26.0737800122988,7.54760130826326,12.6647989816228,35.7686011341619,9.59532652893932,410.43005520721
3,"30001",2607,19,1294,1984,23,914,181,761,1.57053331725398,96.9918719437691,660.708641454172,11.0714574191356,114.859635807487,56.6471393078164,12.6419907363896,211.851507751256,717.355780761988
3,"30002",2689,22,768,2596,26,564,199,1297,1.81117823302559,48.4544878076695,1245.1562978197,12.1223833821047,112.10149774598,75.8483569498468,13.9335616151303,160.55598555365,1321.00465476954
3,"30003",2596,59,1107,2425,45,849,205,932,3.44641074149253,59.5488787574124,867.718927128089,20.1160791686673,114.760962690511,71.0997575270747,23.5624899101599,174.309841447923,938.818684655164
3,"30004",2582,33,1373,2095,10,1024,210,649,0.770537809932197,66.063531506252,581.563221355485,4.64209242544029,136.475373326888,70.2309467974346,5.41263023537249,202.53890483314,651.794168152919
5,"50001",868,135,338,822,258,127,115,174,13.3391683048353,8.5903935416879,153.049786228623,61.5063494080165,27.8081850933042,27.5366692598115,74.8455177128518,36.3985786349921,180.586455488435
5,"50002",4145,1789,1195,3306,1397,720,937,322,21.3021162361318,30.8863771722861,270.988511651413,549.111921862195,204.58586821181,183.480963970225,570.414038098327,235.472245384096,454.469475621638
5,"50003",2811,112,435,2371,159,218,233,856,9.71539569654724,14.2681669174282,832.848931803345,77.3200355398866,63.2134107524102,92.5550638497525,87.0354312364338,77.4815776698384,925.403995653098
5,"50004",1190,365,234,1051,176,171,187,225,1.62980780962667,10.6933953587189,213.789295664182,85.3188465669611,46.8553812595328,54.83940371364,86.9486543765877,57.5487766182517,268.628699377822
5,"50005",2595,571,564,2670,646,234,414,604,43.0635759042746,14.5477561668437,547.611071705558,236.749048700126,65.428728160199,112.832239067521,279.812624604401,79.9764843270427,660.443310773079
5,"50006",919,23,143,840,101,27,103,287,6.31052114712578,1.76841851108281,280.06490168643,51.7043028539523,8.17047753523243,42.8190303120649,58.0148240010781,9.93889604631524,322.883931998495
5,"50007",1005,7,74,984,37,142,37,508,2.91313163377427,12.5211727703903,490.713177119282,14.0914436623783,15.5436899012949,9.95053301152924,17.0045752961525,28.0648626716851,500.663710130811
5,"50008A",1123,2,52,1035,58,39,77,660,4.18387703304561,2.75286400788534,651.702198476937,29.1654640243316,12.0000181313717,36.1643556048223,33.3493410573772,14.752882139257,687.866554081759
5,"50008B",743,15,48,540,18,55,48,298,1.36756898934737,3.80702656572666,292.140075239438,8.42424033460644,17.1983273576588,22.6176968606933,9.79180932395382,21.0053539233855,314.757772100131
5,"50009",408,34,8,405,137,31,40,135,13.6143404425554,2.41399310983435,118.325072114708,23.976203368314,7.93077113587008,10.433507409084,37.5905438108694,10.3447642457044,128.758579523792
5,"50010A",1587,426,337,1389,202,167,285,355,11.6528998240615,10.0685178444028,334.859407218239,105.388177475117,52.78738046372,127.439451822907,117.041077299179,62.8558983081228,462.298859041147
5,"50010B",202,93,65,179,54,13,34,43,3.10158959888561,0.830252401595256,39.6518583875299,21.6532756260118,3.55999275226273,9.76716321889011,24.7548652248974,4.39024515385799,49.41902160642
5,"50011",2163,43,91,2134,39,20,137,1028,2.76099572752065,1.51092403643988,1023.33147356137,18.7446160848167,6.00276657071005,112.891091438947,21.5056118123373,7.51369060714992,1136.22256500031
5,"50012",1177,51,116,1144,65,86,94,427,4.45478403797963,5.60861702440004,418.114566509561,31.0917725120394,26.0642203802987,37.2549975595903,35.546556550019,31.6728374046987,455.369564069152
5,"50013",872,169,190,832,225,55,142,277,16.4978007088665,3.54976811036197,256.827434440333,88.5245574143721,15.8462440929284,38.6284053519108,105.022358123239,19.3960122032903,295.455839792244
5,"50014",2057,280,219,2124,194,134,311,869,6.77749766404643,9.37727812352057,853.243098727044,102.444837970981,41.4108912599756,166.271588102977,109.222335635027,50.7881693834961,1019.51468683002
5,"50015",1352,227,362,1381,130,318,65,272,11.1838568052171,19.9417514208996,241.946269754948,30.0409463198248,23.480356202565,14.9512480213391,41.2248031250419,43.4221076234647,256.897517776287
5,"50016",3380,698,1407,3058,708,1056,524,571,41.8548389185843,52.1899778112719,478.242229476586,239.339299161116,181.579281306311,104.863647969667,281.1941380797,233.769259117583,583.105877446253
5,"50017",2064,10,36,2115,14,23,181,795,0.992656417681444,1.42627590156088,792.136975525488,6.58154416162504,6.91475359303539,167.981954882513,7.57420057930648,8.34102949459627,960.118930408001
5,"50018",796,124,98,676,96,42,82,288,7.54424639946245,2.69337333068236,277.453633335989,43.0461647196513,12.1857038070927,27.8265517090826,50.5904111191137,14.879077137775,305.280185045072
5,"50019",1514,189,78,1253,0,43,253,771,0,3.10806016702356,766.986431607473,0,13.3142880731105,239.314377481697,0,16.422348240134,1006.30080908917
5,"50020",4132,2041,1413,3837,2119,699,1190,157,15.1171377926609,15.0657544277639,129.256445261988,788.884078636617,205.697420617575,194.27766532508,804.001216429278,220.763175045338,323.534110587068
5,"50021",1999,282,238,2052,457,82,205,612,43.4156435888139,5.29158378278615,564.312514294241,122.344513909325,22.6286778137495,61.854712109362,165.760157498139,27.9202615965357,626.167226403603
5,"50022",601,21,25,495,25,17,47,261,1.55764706154919,1.02642408466235,257.957076201573,12.2978616941449,5.17820577502229,29.8109036424204,13.8555087556941,6.20462985968464,287.767979843994
5,"50023",595,2,17,520,24,24,51,260,1.61783355846213,1.55787386552766,256.525756227996,11.7270747374687,7.4223217116225,31.637976918386,13.3449082959308,8.98019557715016,288.163733146382
5,"50024",3162,165,661,3084,309,370,223,1078,15.672558096745,23.8292294536184,1037.50598808299,99.3178893586237,71.3299004174072,54.6425937391316,114.990447455369,95.1591298710256,1092.14858182213
5,"50025",2694,134,390,2840,218,346,227,1016,16.00395195168,20.8733145272472,977.777147163291,89.9310952674431,74.7860074281644,64.0669836018105,105.935047219123,95.6593219554116,1041.8441307651
5,"50026",1647,41,73,1682,115,56,121,887,7.95940536347485,3.87885012846657,872.914164686248,55.6914413975457,16.2972467600311,49.1679015955587,63.6508467610205,20.1760968884976,922.082066281807
5,"50027",384,0,9,364,7,54,23,207,0.505397243756763,4.09786956892369,200.481884970302,3.14969156004588,11.9123794966341,9.23557217610697,3.65508880380264,16.0102490655578,209.717457146409
5,"50028",1173,42,217,1100,34,143,111,542,2.51748588947909,9.03371209595616,529.382904829309,16.0468042404426,44.9157806510198,49.8676112022824,18.5642901299217,53.9494927469759,579.250516031592
5,"50029",1656,47,141,1340,97,36,149,697,6.1743105221,2.48347854382519,687.724745091545,47.822746561481,11.1798859739988,89.5574253525333,53.997057083581,13.6633645178239,777.282170444078
5,"50030",1076,4,30,979,0,27,76,462,0,1.98551607411102,459.641576513901,0,7.93981954842318,68.8117435679328,0,9.9253356225342,528.453320081833
5,"50031",557,17,163,527,10,81,49,169,0.710853691071772,5.60254051513163,163.566847443759,4.6979900746164,23.1500702250849,21.7838329314317,5.40884376568817,28.7526107402165,185.350680375191
5,"50032",439,13,3,446,0,12,33,223,0,0.721543418500684,221.665998935291,0,3.60476955351592,29.8497080113144,0,4.3263129720166,251.515706946606
5,"50033",905,9,33,881,28,20,55,424,1.86776578370152,1.25140496886826,421.228517777979,13.7935987436453,6.03990591626264,35.6193656703855,15.6613645273468,7.2913108851309,456.847883448364
5,"50034",2620,285,170,2075,166,118,248,1009,9.9740447617241,7.57272182511391,991.314736140345,84.0977698571908,36.3919629138321,127.774419926453,94.0718146189149,43.964684738946,1119.0891560668
5,"50035",1919,204,130,1806,202,111,203,910,15.4971545862001,8.40294401368362,884.615380020283,95.7880108356629,33.2306221069575,75.6365402576601,111.285165421863,41.6335661206411,960.251920277943
5,"50036",4,0,0,5,0,1,1,2,0,0.0711847855925287,1.85906024566421,0,0.320876952763454,0.546096591545131,0,0.392061738355983,2.40515683720934
5,"50037",547,16,90,557,27,49,42,198,1.94183971972432,3.26404853012502,192.955349921582,12.670193968152,13.5642345309704,16.5039151767208,14.6120336878763,16.8282830610954,209.459265098303
5,"50038",521,13,90,513,33,88,32,186,2.66672547314434,7.38659507462665,175.508750442565,12.2984476359723,12.7249731029033,9.00413071477294,14.9651731091166,20.11156817753,184.512881157338
5,"50039",817,125,65,835,166,99,80,265,9.35258344530322,6.70305240406745,249.116835082314,41.2569386276771,21.5565618449864,19.9107628661679,50.6095220729804,28.2596142490539,269.027597948482
5,"50040",1124,276,158,1004,330,42,171,306,25.0641467290955,2.85355267317027,277.85450249216,111.702435938885,12.201682650512,48.5393081723901,136.766582667981,15.0552353236823,326.39381066455
5,"5011B",1518,92,52,1343,113,24,150,494,6.88434713779713,1.79090772266295,485.699751688065,56.1754927215467,7.12388817433069,86.2919719232753,63.0598398593439,8.91479589699365,571.99172361134
5,"5017B",504,1,6,469,6,2,47,171,0.443414920799453,0.119679660535478,171.149082782579,2.80698178816095,0.605943280559317,43.639086665198,3.25039670896041,0.725622941094794,214.788169447777
7,"70001",2287,24,276,2071,4,457,315,889,0.298437867118387,30.8671287624154,856.909493402566,1.86788603955044,153.630677015353,160.060278473285,2.16632390666882,184.497805777768,1016.96977187585
7,"70002",4386,68,1652,3902,19,1260,736,1118,1.30177188978793,78.512618409822,1038.3510133265,8.86562526858469,404.240136566482,323.999990379876,10.1673971583726,482.752754976304,1362.35100370638
7,"70003",4941,50,743,5238,16,583,684,2011,1.18660837308206,37.1527898938441,1973.79600700799,7.32208803934324,189.107274170398,487.513902422487,8.5086964124253,226.260064064242,2461.30990943047
7,"70004",3772,28,416,3501,0,513,584,1742,0,32.7647611829894,1708.68868404254,0,174.909164710273,408.478819226202,0,207.673925893263,2117.16750326874
7,"7001A",2267,29,564,1958,20,381,225,536,1.54460662458498,24.2608877806642,510.429238146046,9.4707295723295,110.912578517814,104.681787361442,11.0153361969145,135.173466298478,615.111025507488
7,"7004A",982,1,96,1230,0,155,160,534,0,10.3625346166192,523.373633556639,0,51.5473339513921,107.867216428691,0,61.9098685680113,631.24084998533
9,"90001",1578,4,63,1463,0,22,97,733,0,1.44081705477056,729.525491444745,0,6.69355026483064,90.9476901695575,0,8.13436731960121,820.473181614302
