"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,86.5547907875208,53.5231802006994,874.254596749254,30.0878906152543,56.4669001722665,20.8565299898505,32.6666502108489,703.141956556194,171.11264019306
1,"10002",2732,188,135,2995,237,199,228,1179,48.3297029664185,34.1189882875509,1324.73111642243,17.8075691420924,30.5221338243261,13.6965707014657,20.4224175860852,1146.82242465176,177.908691770675
1,"10003",1345,92,96,1225,54,34,108,650,22.9700114769189,23.7081524877247,710.031440905665,8.64775082338151,14.3222606535374,9.60407046077863,14.1040820269461,630.205369273372,79.8260716322929
1,"10004",1684,52,47,1789,90,11,128,729,12.3572730480707,11.625605346633,833.791872807718,4.71773769260811,7.63953535546263,4.66537870479464,6.96022664183835,719.197939141964,114.593933665754
1,"10005",366,3,12,356,0,4,13,174,0.687831662992979,2.99321760774876,183.158826294921,0.248506186171538,0.439325476821442,1.2343907271337,1.75882688061505,171.830432871637,11.3283934232837
1,"10006",1474,639,239,1782,968,123,385,317,247.298586258975,76.1290380028133,376.068628316179,53.0333805845602,194.265205674415,27.0228293145742,49.1062086882391,237.415026548191,138.653601767988
1,"10007",2106,887,752,1940,916,136,499,148,217.879173970266,183.747363461998,245.110132502442,25.6551274132234,192.224046557042,30.0978745875631,153.649488874435,96.4604317295983,148.649700772843
1,"10008",825,341,190,934,459,129,104,52,31.2911185464556,30.2438733498298,96.2148030153429,8.56171170229434,22.7294068441612,8.5415446788588,21.702328670971,38.5875498162214,57.6272531991215
1,"10009",1599,132,104,1612,323,79,157,559,31.8579116638392,25.7476406676434,658.210296716739,11.9579915319689,19.8999201318703,10.4191372081835,15.3285034594599,536.045982511521,122.164314205218
1,"10010",6925,2641,1572,7526,2687,1615,45,278,60.8524737064937,61.3434195136984,206.050552434612,41.9677172622231,18.8847564442707,41.7777194952895,19.5657000184089,195.145082371254,10.9054700633589
1,"10011",8731,3483,1818,4457,1685,772,179,518,133.799637375922,124.004171553088,441.215668647651,62.5671747842834,71.2324625916382,59.8863739154411,64.1177976376466,395.930080341124,45.2855883065272
1,"10013",2114,267,239,2043,374,173,256,782,70.7741148841429,62.2481731136525,904.241235322379,26.8792313341053,43.8948835500377,24.8977391608065,37.350433952846,729.324788173139,174.916447149239
1,"10015",972,43,59,901,26,15,91,463,10.533568853266,15.2879083114222,527.865993541258,3.89155349270119,6.64201536056479,6.17345751008515,9.11445080133704,452.723395653489,75.1425978877697
1,"10016",829,86,33,1013,159,58,95,335,21.0863068178466,8.08213401709278,399.479007696201,7.99098357477441,13.0953232430722,3.20765545303662,4.87447856405615,322.744108106887,76.7348995893138
1,"10017",986,154,114,1192,186,80,145,343,39.0915391615647,27.7787878617457,420.753743137697,13.7660614298145,25.3254777317501,10.9782691615514,16.8005187001944,318.094608985765,102.659134151932
1,"10018",2334,229,94,2650,497,73,245,954,55.7128985997237,23.8350329282957,1120.06918001926,21.0485962276726,34.664302372051,9.60984361426848,14.2251893140273,924.283146051574,195.786033967683
1,"10019",2560,299,303,2522,419,201,280,999,74.525645006712,75.1502735426789,1130.09091380285,27.2447064916499,47.2809385150621,29.0362062914131,46.1140672512657,943.616667211487,186.474246591366
1,"10020",1477,166,336,1297,317,111,168,519,41.5212350556352,88.5653835733106,557.345448357834,14.6913983086566,26.8298367469786,33.9882678432818,54.5771157300288,471.553124081117,85.7923242767175
1,"10021",2266,151,223,1878,348,199,139,899,37.2504261401001,56.0735779085444,944.174344688378,13.664340706097,23.5860854340031,22.3640613865679,33.7095165219765,861.403674117734,82.7706705706437
1,"10022",1103,118,60,1271,84,47,127,498,28.9105445435049,15.1570607431306,580.007595453861,10.6884553707733,18.2220891727316,6.09386746971483,9.06319327341582,480.25648156367,99.7511138901909
1,"10023",1359,62,46,1803,147,21,116,702,15.1459831789421,11.2067455167217,790.586288338524,5.51929370448974,9.6266894744524,4.38033767226966,6.82640784445203,690.606781615727,99.979506722797
1,"10024",855,22,24,1081,100,30,44,410,5.52600123507485,6.09432594109303,442.16975161755,2.02680243467206,3.49919880040279,2.46444476922733,3.6298811718657,404.787127471807,37.3826241457434
3,"30001",2607,19,1294,1984,23,914,181,761,9.18068994348241,443.994752856343,490.100184036502,4.76830235009713,4.41238759338528,345.735787104409,98.2589657519341,410.71086486578,79.3893191707225
3,"30002",2689,22,768,2596,26,564,199,1297,10.667508001089,324.485661122997,1160.63139286487,5.53564354396507,5.13186445712388,229.998252704731,94.4874084182663,1059.91237627085,100.719016594022
3,"30003",2596,59,1107,2425,45,849,205,932,29.2739502523541,456.876541332391,650.192238836219,15.3035196226194,13.9704306297348,352.812285564484,104.064255767907,562.062952981581,88.1292858546373
3,"30004",2582,33,1373,2095,10,1024,210,649,16.1423494840822,402.467952454297,442.937894989949,8.18346387450206,7.95888560958009,286.975397041843,115.492555412454,354.877056056241,88.0608389337079
5,"50001",868,135,338,822,258,127,115,174,40.1082782272128,60.2429530708229,188.995284721169,6.81044944493175,33.2978287822811,11.9082473199576,48.3347057508653,156.269912687872,32.7253720332975
5,"50002",4145,1789,1195,3306,1397,720,937,322,407.614245219927,261.37914001038,590.314082293296,25.7009936143082,381.913251605619,27.3086022699146,234.070537740466,273.341597910889,316.972484382407
