"CNTY_x","CNTYVTD","VAP","BVAP","HVAP","TOTPOP","BPOP","HPOP","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,67.9108967260331,11.3604821424122,935.468197226419,22.8041528868395,45.1067438391936,6.29495670510214,5.06552543731006,724.944799641141,210.523397585278
1,"10002",2732,188,135,2995,237,199,228,1179,53.028605648417,53.530358298983,1300.71336566578,19.0291748519021,33.9994307965149,29.2697953392014,24.2605629597816,1130.82380316037,169.889562505419
1,"10003",1345,92,96,1225,54,34,108,650,12.1813388749186,9.84596174162556,735.624884884603,4.39524439099723,7.78609448392141,5.37535310928976,4.47060863233581,639.28163752882,96.3432473557832
1,"10004",1684,52,47,1789,90,11,128,729,20.5343972607696,3.04673165994964,834.763431289981,7.01212537144342,13.5222718893262,1.67078395301577,1.37594770693388,721.573450013435,113.189981276546
1,"10005",366,3,12,356,0,4,13,174,0,1.09512023490622,185.898725432444,0,0,0.591155859736187,0.50396437517003,172.605435818251,13.2932896141921
1,"10006",1474,639,239,1782,968,123,385,317,244.814527175874,37.8983195518,418.020923240737,62.0855262516203,182.729000924254,19.8249086230776,18.0734109287224,235.384354459637,182.6365687811
1,"10007",2106,887,752,1940,916,136,499,148,152.419085708204,38.1472188459037,456.620701702007,30.7446511199777,121.674434588227,18.6203554002658,19.5268634456379,102.595076294372,354.025625407636
1,"10008",825,341,190,934,459,129,104,52,31.1761347258878,28.5729841459662,98.8394312180315,7.8837852767905,23.2923494490973,12.3517167494,16.2212673965661,35.2101703429046,63.6292608751269
1,"10009",1599,132,104,1612,323,79,157,559,66.3686384567292,23.1318494864668,625.744419277367,23.2336183897499,43.1350200669793,12.6774265166237,10.4544229698431,522.08261374701,103.661805530357
1,"10010",6925,2641,1572,7526,2687,1615,45,278,51.7142566937485,69.3389629355351,205.137339592006,28.5190345258513,23.1952221678972,54.5216711470183,14.8172917885168,194.174094684138,10.963244907868
1,"10011",8731,3483,1818,4457,1685,772,179,518,123.990383987118,142.911918306214,432.042880369044,50.4596883469419,73.530695640176,87.8807025170942,55.0312157891196,379.46999133189,52.5728890371538
1,"10013",2114,267,239,2043,374,173,256,782,94.2449651798348,50.5312076579687,892.175548021269,31.3456915118347,62.8992736680002,27.3789064190721,23.1523012388966,721.927923046543,170.247624974726
1,"10015",972,43,59,901,26,15,91,463,5.91536319734501,4.10299948581855,544.44789964973,2.12138527520573,3.79397792213929,2.20940265104313,1.89359683477542,458.660531617137,85.7873680325933
1,"10016",829,86,33,1013,159,58,95,335,35.9843167609329,16.5364532833798,377.158936180319,12.9725981589517,23.0117186019811,9.15422627553066,7.38222700784911,312.470171142229,64.6887650380901
1,"10017",986,154,114,1192,186,80,145,343,40.7393001524812,23.0388378854862,424.027570231373,14.1815596872273,26.5577404652539,12.099354728918,10.9394831565682,317.11891835109,106.908651880283
1,"10018",2334,229,94,2650,497,73,245,954,119.684266940066,20.6097601964911,1058.7662800063,40.7479409831441,78.936325956922,11.4489169315656,9.16084326492553,901.59441143901,157.17186856729
1,"10019",2560,299,303,2522,419,201,280,999,101.977182423548,57.724287711921,1119.45094492787,36.869187169857,65.1079952536906,30.2777807481999,27.4465069637211,931.292916830578,188.158028097289
1,"10020",1477,166,336,1297,317,111,168,519,78.8886585956152,33.2173004228179,573.463848181392,27.0079646074635,51.8806939881517,17.5216127594332,15.6956876633847,473.323249937951,100.140598243442
1,"10021",2266,151,223,1878,348,199,139,899,91.7226517155299,62.2370525918332,881.755288344542,32.769917435131,58.9527342803989,33.6659566807313,28.5710959111019,829.465677520598,52.2896108239448
1,"10022",1103,118,60,1271,84,47,127,498,18.1694441730013,13.0082412512378,593.66214021242,6.60989308088393,11.5595510921174,7.14224424261883,5.86599700861896,484.08191443525,109.58022577717
1,"10023",1359,62,46,1803,147,21,116,702,33.4556428772705,6.0131362173502,777.863602169546,11.7933355063209,21.6623073709495,3.21486690720885,2.79826931014136,685.500817979295,92.3627841902502
1,"10024",855,22,24,1081,100,30,44,410,22.0266164907276,8.31085091483571,423.922297608619,7.57659030023795,14.4500261904897,4.41541704560942,3.89543386922629,397.434858545263,26.4874390633559
3,"30001",2607,19,1294,1984,23,914,181,761,11.3067169734391,409.315843801939,521.793869027171,5.48546462967984,5.82125234375924,299.186350864199,110.12949293774,455.688581452671,66.1052875745007
3,"30002",2689,22,768,2596,26,564,199,1297,12.6776028861386,269.048444825461,1215.52217045224,6.31136751905504,6.36623536708355,168.614611626057,100.433833199404,1122.11493034105,93.4072401111864
3,"30003",2596,59,1107,2425,45,849,205,932,21.5869550254387,354.875478340076,760.501973447966,10.7374121698069,10.8495428556318,244.240649942782,110.634828397294,676.575758127288,83.9262153206782
3,"30004",2582,33,1373,2095,10,1024,210,649,4.93519236062131,371.739521585214,483.567031687564,2.41975182646665,2.51544053415467,249.237250534016,122.502271051198,397.89065280327,85.6763788842944
5,"50001",868,135,338,822,258,127,115,174,55.602546023126,34.4312377824964,201.051151698899,9.19397892545852,46.4085670976675,9.9278748727391,24.5033629097573,157.559152113473,43.4919995854262
5,"50002",4145,1789,1195,3306,1397,720,937,322,359.561635492684,235.481951031818,663.095860566786,31.7696509276984,327.791984564985,45.3187422106227,190.163208821195,249.09474304864,414.001117518146
5,"50003",2811,112,435,2371,159,218,233,856,46.0704944167202,68.2613444836048,976.001679179023,9.64651652196709,36.4239778947531,21.9431600507949,46.3181844328099,825.22167289374,150.780006285283
5,"50004",1190,365,234,1051,176,171,187,225,44.9147667796966,48.2392773058459,319.977171690756,8.17822901195565,36.7365377677409,13.573831632224,34.665445673622,205.245682547971,114.731489142784
5,"50005",2595,571,564,2670,646,234,414,604,160.219240799107,69.7943784896595,788.545132924161,27.3516685288668,132.86757227024,21.9022787743431,47.8920997153164,556.275158508204,232.269974415957
5,"50006",919,23,143,840,101,27,103,287,28.6863559702145,8.64307627539678,353.198457069374,5.70347526942347,22.982880700791,2.75696087010185,5.88611540529493,279.447580428938,73.7508766404355
5,"50007",1005,7,74,984,37,142,37,508,10.9415349734383,45.1223138384414,488.108016890862,2.51286349365698,8.42867147978129,23.9172926246413,21.2050212138001,477.022601494389,11.0854153964735
5,"50008A",1123,2,52,1035,58,39,77,660,18.2576955441245,13.178279825998,703.45089067469,3.66362293498497,14.5940726091395,4.34609110929031,8.8321887167077,649.19168725959,54.2592034151001
5,"50008B",743,15,48,540,18,55,48,298,5.27758396653241,18.8250066144517,320.306029372704,1.11428994263627,4.16329402389615,6.08865186878072,12.736354745671,288.986724833294,31.3193045394104
5,"50009",408,34,8,405,137,31,40,135,35.1666142082127,9.97761469940991,130.692751682627,8.65805861402042,26.5085555941923,3.60527917344358,6.37233552596634,121.057247163735,9.63550451889203
5,"50010A",1587,426,337,1389,202,167,285,355,55.4686315827453,51.3789639054381,533.296440334061,10.2097923642937,45.2588392184516,15.850642236437,35.5283216690011,329.475121060449,203.821319273612
5,"50010B",202,93,65,179,54,13,34,43,14.3046224163503,4.20528403745032,59.0847584239826,2.64565465715459,11.6589677591957,1.3046925059157,2.90059153153462,40.595457586816,18.4893008371666
5,"50011",2163,43,91,2134,39,20,137,1028,11.267502628246,6.54010156666932,1148.05559899857,2.3821780585717,8.88532456967432,2.12418495271376,4.41591661395556,1024.26830749787,123.787291500699
5,"50012",1177,51,116,1144,65,86,94,427,18.2514502547809,27.0024444121192,475.832217584693,4.0103174490039,14.241132805777,8.71706431595631,18.2853800961629,414.416510059802,61.4157075248915
5,"50013",872,169,190,832,225,55,142,277,65.9810005690194,18.0128613107545,334.421195307663,12.1594018255948,53.8215987434246,5.54089877794139,12.4719625328131,259.366782109833,75.0544131978297
5,"50014",2057,280,219,2124,194,134,311,869,56.9387485150044,44.0994375738304,1078.19868789323,12.0914566895385,44.847291825466,14.2751794526686,29.8242581211617,842.2504504498,235.948237443428
5,"50015",1352,227,362,1381,130,318,65,272,31.6683247837288,56.3360788693372,252.51030051451,8.80571153070676,22.8626132530221,26.1989602608034,30.1371186085338,237.36074564551,15.1495548690002
