"CNTY_x","CNTYVTD","VAP","BVAP","HVAP","TOTPOP","BPOP","HPOP","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,20.0616090297724,2.81352962202746,730.556805599456,139.246230705758,12.4750487101592,109.766528012292,159.30783973553,15.2885783321867,840.323333611747
1,"10002",2732,188,135,2995,237,199,228,1179,17.791825766715,13.866601529431,1147.22866553128,103.080927204141,54.8767315402349,70.8639147309638,120.872752970856,68.7433330696659,1218.09258026224
1,"10003",1345,92,96,1225,54,34,108,650,4.16438134594248,2.21953182200415,642.906683968983,25.777992243919,10.4118228824461,72.5490189352426,29.9423735898615,12.6313547044503,715.455702904226
1,"10004",1684,52,47,1789,90,11,128,729,6.11622194769384,0.799936144881948,722.973585062271,43.6846226091518,3.29586043505693,80.8776892760113,49.8008445568456,4.09579657993887,803.851274338282
1,"10005",366,3,12,356,0,4,13,174,0,0.154053762939954,173.407310715211,0,1.22663670635857,12.4627473173676,0,1.38069046929853,185.870058032579
1,"10006",1474,639,239,1782,968,123,385,317,38.588426550921,8.25464337348378,270.677624294282,262.875826063658,35.1842118802051,87.390014642726,301.464252614579,43.4388552536889,358.067638937008
1,"10007",2106,887,752,1940,916,136,499,148,11.3838465277095,6.82095260238726,132.197376229874,329.204376396312,39.7849975682674,130.340321891206,340.588222924021,46.6059501706547,262.53769812108
1,"10008",825,341,190,934,459,129,104,52,4.83295791741249,3.83970965684466,45.7774141474264,56.2812421068318,27.1784388955791,22.8450749450487,61.1142000242443,31.0181485524238,68.6224890924751
1,"10009",1599,132,104,1612,323,79,157,559,28.4574324437198,5.56446304146086,524.94456959925,93.4437303476891,21.6462746771722,42.9970012573513,121.901162791409,27.2107377186331,567.941570856601
1,"10010",6925,2641,1572,7526,2687,1615,45,278,25.4973515208789,24.7628591705164,230.808723481358,21.546261980752,17.3257923627374,10.069366141302,47.0436135016309,42.0886515332538,240.87808962266
1,"10011",8731,3483,1818,4457,1685,772,179,518,42.4023947353212,50.7403120267933,426.85900684152,86.603800017866,59.6622831181519,36.9836453299564,129.006194753187,110.402595144945,463.842652171477
1,"10013",2114,267,239,2043,374,173,256,782,21.2918110711988,11.8402971739255,748.035206930379,140.161341728455,46.9454788319261,69.8707415925806,161.453152799654,58.7857760058516,817.90594852296
1,"10015",972,43,59,901,26,15,91,463,1.75497339759205,0.981378272998426,459.153968942213,12.3929036534199,4.65010043387374,74.2433289676089,14.1478770510119,5.63147870687217,533.397297909822
1,"10016",829,86,33,1013,159,58,95,335,12.1126755796249,4.24347479497263,319.060356618942,52.514739606193,15.8717957298249,27.9173034179555,64.6274151858179,20.1152705247975,346.977660036898
