"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,104.069105946815,43.1871901319628,869.277937026719,9.10331727998525,94.96578866683,5.57675486651837,37.6104352654444,739.812778150154,129.465158876565
1,"10002",2732,188,135,2995,237,199,228,1179,58.4558341341297,28.7201804733017,1319.20112491908,4.97657740252604,53.4792567316037,3.63110651407304,25.0890739592286,1169.5932298554,149.607895063679
1,"10003",1345,92,96,1225,54,34,108,650,32.0231807162421,20.5193448915058,706.232774472304,2.88580636162028,29.1373743546218,2.65900400632453,17.8603408851812,644.915665757032,61.3171087152718
1,"10004",1684,52,47,1789,90,11,128,729,17.6043162285597,10.0112877766223,829.986660297502,1.47129457561568,16.133021652944,1.35365124193369,8.65763653468859,726.793331859736,103.193328437766
1,"10005",366,3,12,356,0,4,13,174,0.9958868549716,2.49440341596446,183.709502189642,0.0944518517163894,0.901435003255211,0.34031280558395,2.15409061038051,172.141876152009,11.5676260376326
1,"10006",1474,639,239,1782,968,123,385,317,258.591277667596,57.3103891629287,385.408486605351,15.6580267765981,242.933250890998,6.83197954727042,50.4784096156583,294.808920568184,90.5995660371665
1,"10007",2106,887,752,1940,916,136,499,148,210.380184203705,151.043142503803,285.072995424207,8.13339326367912,202.246790940026,12.1348659397311,138.908276564072,130.269811001927,154.80318442228
1,"10008",825,341,190,934,459,129,104,52,24.3984835932018,24.0995599058026,110.109639149088,1.66871147397077,22.729772119231,2.4164890858932,21.6830708199094,50.7574944150339,59.3521447340542
1,"10009",1599,132,104,1612,323,79,157,559,40.4603368261966,20.8173067017244,654.501934680272,3.50596663364651,36.9543701925501,2.56238777269093,18.2549189290335,551.888305187575,102.613629492697
1,"10010",6925,2641,1572,7526,2687,1615,45,278,43.6860991912962,56.6886906597067,227.239136196902,19.2258075846969,24.4602916065992,36.4275516239405,20.2611390357662,219.372191529045,7.86694466785779
1,"10011",8731,3483,1818,4457,1685,772,179,518,91.7926309588382,116.713131954238,491.804899965396,17.0877408405132,74.704890118325,33.1272250243211,83.5859069299174,465.337089947919,26.4678100174774
1,"10013",2114,267,239,2043,374,173,256,782,90.1279613743104,49.766421427878,897.706408629725,7.60150474497807,82.5264566293323,6.76658428373686,42.9998371441411,766.621274018785,131.085134610941
1,"10015",972,43,59,901,26,15,91,463,14.6537249994101,12.5848444355207,526.59953790211,1.26438930683102,13.3893356925791,1.62645981659211,10.9583846189286,459.818507311082,66.7810305910285
1,"10016",829,86,33,1013,159,58,95,335,27.292853284012,7.03350310405128,396.01541423625,2.40001448659975,24.8928387974122,0.909631316165923,6.12387178788536,331.14074569083,64.87466854542
1,"10017",986,154,114,1192,186,80,145,343,48.3341700293359,23.6942665416216,415.835305708023,4.19089360697873,44.1432764223572,2.86593852084387,20.8283280207777,335.594245170387,80.2410605376362
