"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,0.111144600496184,0.135202945419804,0.389300043482025,0.24029556953704,0.243245908254742,0.0686044663994999,0.351440170033225,0.378448853674546,0.457904509881525
1,"10002",2732,188,135,2995,237,199,228,1179,0.109653180904584,0.151526924835313,0.472043511929934,0.264041702362919,0.240377512563786,0.06018671222118,0.373694883267503,0.391904437399099,0.532230224151114
1,"10003",1345,92,96,1225,54,34,108,650,0.108587743616168,0.137195857252654,0.540585195112353,0.270271350367357,0.242958826708796,0.051756303609825,0.378859093983525,0.38015468396145,0.592341498722178
1,"10004",1684,52,47,1789,90,11,128,729,0.0856150563005448,0.139678101051517,0.45270118885643,0.26564004520139,0.233670983348913,0.0650369602136635,0.351255101501935,0.37334908440043,0.517738149070094
1,"10005",366,3,12,356,0,4,13,174,0.101822404986989,0.142683189060546,0.489393033300503,0.244631783842884,0.234060174342996,0.0276837164012218,0.346454188829873,0.376743363403542,0.517076749701725
1,"10006",1474,639,239,1782,968,123,385,317,0.0777742772543093,0.144203956627111,0.390876927139573,0.369980724540333,0.27168790500759,0.139588115782761,0.447755001794642,0.4158918616347,0.530465042922334
1,"10007",2106,887,752,1940,916,136,499,148,0.0209578867020951,0.034207088021351,0.227618520509973,0.248198862726009,0.282084300161876,0.142454703286991,0.269156749428104,0.316291388183227,0.370073223796964
1,"10008",825,341,190,934,459,129,104,52,0.0167145189888206,0.0429296894575448,0.141662669910882,0.115381725138581,0.187016678970097,0.100811298256674,0.132096244127401,0.229946368427642,0.242473968167556
1,"10009",1599,132,104,1612,323,79,157,559,0.109611869364867,0.132628762249335,0.38977127568086,0.263625952835451,0.247523696765552,0.0707067748712116,0.373237822200318,0.380152459014887,0.460478050552072
1,"10010",6925,2641,1572,7526,2687,1615,45,278,0.0110569635482346,0.0288334495798227,0.0763690793540615,0.00574685949107693,0.0107083121381198,0.00568571196203829,0.0168038230393115,0.0395417617179426,0.0820547913160998
1,"10011",8731,3483,1818,4457,1685,772,179,518,0.0148357782478326,0.0405405802659472,0.115358826283759,0.0169136292596539,0.0352302633282486,0.0171279015615299,0.0317494075074866,0.0757708435941959,0.132486727845289
1,"10013",2114,267,239,2043,374,173,256,782,0.109331699407996,0.144806608186247,0.446210139786515,0.269694808946685,0.252777422130212,0.0763038370285319,0.379026508354682,0.397584030316459,0.522513976815047
