"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,75.1418826580767,57.6752388514182,882.393436749357,59.795103655631,54.069976831693,583.078487209579,15.1423110179135,3.44313609049413,299.111833270433
1,"10002",2732,188,135,2995,237,199,228,1179,44.674822028718,35.3136483874527,1326.1334478356,34.1805066945996,30.4153559406154,1102.56748380242,10.2688477530718,4.70482203295678,223.335843953205
1,"10003",1345,92,96,1225,54,34,108,650,20.4464305843211,25.2317819147261,712.035658251213,15.3088615521647,21.2291722262864,560.505613457567,4.96008571824702,3.80657585700801,151.286937203322
1,"10004",1684,52,47,1789,90,11,128,729,11.356333949528,12.6999485777105,832.135401625655,9.42550013351477,11.6402681682236,524.41944960747,1.78100772282474,0.940611163830955,307.513163518055
1,"10005",366,3,12,356,0,4,13,174,0.663862501936208,3.23411096707536,183.256303236,0.425842339805339,2.54893735317552,170.005580998241,0.206079896210865,0.576976582804693,13.0515940339932
1,"10006",1474,639,239,1782,968,123,385,317,245.09070726346,79.4455647374438,376.079807448793,91.5270668668289,71.873713912772,172.244989241644,153.345178820156,7.36123591567108,203.659393212302
1,"10007",2106,887,752,1940,916,136,499,148,195.114583300111,210.936740836545,240.901553784588,65.2094168742902,23.0530866192062,71.4936578153077,129.693102771481,187.719551001945,169.219535909864
1,"10008",825,341,190,934,459,129,104,52,26.977420270851,31.3557212544719,99.5707476548992,13.7243399089229,19.194406986788,24.4760051925264,12.4120088616562,11.3010441180908,74.4072102876178
1,"10009",1599,132,104,1612,323,79,157,559,29.5019725485046,27.64230543251,658.804504556296,21.537144556766,21.6961298052435,504.897317708882,7.52872803076827,5.45249491768233,153.395635514132
1,"10010",6925,2641,1572,7526,2687,1615,45,278,53.4464111139036,70.6385886992976,203.105812398196,38.4778889355792,61.4720551024614,176.551159692837,13.571308220237,7.72763395811263,25.0256712598484
1,"10011",8731,3483,1818,4457,1685,772,179,518,118.618658646342,142.837946942322,437.787676968908,91.7327794611217,129.751631783951,292.87206035674,25.4993330572152,12.0008413371159,143.876075987993
1,"10013",2114,267,239,2043,374,173,256,782,60.5744057401292,65.738466392479,911.130921121236,53.683279802585,60.642308331638,613.665086126568,6.69803073301059,4.90756401502582,297.206982064359
1,"10015",972,43,59,901,26,15,91,463,8.90307593817056,16.1267790783344,527.244286693,6.30026537400263,13.350577423262,436.353170013348,2.45518235283334,2.61139209446157,90.7838263877208
1,"10016",829,86,33,1013,159,58,95,335,19.5881578125466,9.16771776622893,401.447904708433,12.4826888724215,8.15167118703515,314.577171442577,6.93667296898176,0.868744360908723,86.7525906865862
1,"10017",986,154,114,1192,186,80,145,343,35.1354555894329,31.0328086212655,421.799192395436,28.3723294659651,24.949890997799,279.465863217377,6.55549798681862,5.97217792113998,142.154645381715
1,"10018",2334,229,94,2650,497,73,245,954,51.8794115854748,24.9387136400879,1121.73191442405,44.2854616954775,19.875182681723,869.981908360376,7.38607584265124,4.87181515029395,251.595741074311
1,"10019",2560,299,303,2522,419,201,280,999,67.0804063738068,84.4914655330664,1127.9714960671,22.8497674151462,44.3244095928524,935.567438751019,44.0401463245965,39.9562075870579,192.253276452824
1,"10020",1477,166,336,1297,317,111,168,519,37.2308021621878,97.3151066194018,550.837198541676,25.3017661627429,91.743960621676,382.972358640253,11.7483874397937,5.38162813569082,167.713008635174
1,"10021",2266,151,223,1878,348,199,139,899,33.7400518081653,58.0863073751394,947.885822669204,21.8316148527698,40.4541928223738,836.773891562364,11.0415835576032,16.8308866207199,110.381285557684
1,"10022",1103,118,60,1271,84,47,127,498,27.5915628390214,16.0670978707599,580.491595684624,23.9003852931389,11.7915396644875,439.526563712326,3.50840601713805,4.11783499859189,140.748418850108
