"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,83.4107740815367,55.3739687447012,876.637258462068,81.8248781836454,55.324979874055,447.860065809286,1.45890837584261,0.043767310606206,428.505342807072
1,"10002",2732,188,135,2995,237,199,228,1179,46.5548021841614,34.3868696283812,1325.13792738296,46.0147167475396,33.4505511730092,663.556299180054,0.435557061127757,0.835557757540767,661.377266559484
1,"10003",1345,92,96,1225,54,34,108,650,21.3651321787032,25.1673494285833,711.425967582325,9.26930568725978,17.7197639268845,629.679228696804,11.945926370828,7.24603590829585,81.5504409124969
1,"10004",1684,52,47,1789,90,11,128,729,12.426987483281,11.4134253008324,833.416745760903,10.2170834229244,10.3474433992441,642.723687346116,1.99092681310762,0.934291065222086,190.524251968867
1,"10005",366,3,12,356,0,4,13,174,0.684381260569268,3.15433324070803,183.004443913748,0.443491312865541,2.50825028760833,168.947698394744,0.196527785936072,0.524962074163317,13.9558998564082
1,"10006",1474,639,239,1782,968,123,385,317,257.73610181112,73.5103208524769,368.924040539189,55.6857475066993,34.469328288165,227.799896872029,201.877809743995,38.866089798997,140.975537959163
1,"10007",2106,887,752,1940,916,136,499,148,195.506473799681,202.061722804778,249.751407945058,21.0298843378955,52.118921403583,79.385111259409,174.069363193216,149.399513925477,169.873663742174
1,"10008",825,341,190,934,459,129,104,52,30.0342157964837,28.8555572538584,99.306940496296,11.4566339449267,15.6792010000302,29.2465866464399,17.7943148367405,12.3578139454948,69.3492964929809
1,"10009",1599,132,104,1612,323,79,157,559,30.5884866216392,25.8213226720283,658.163317498606,29.0343110260188,24.2107319171703,392.87427393589,1.41611099352059,1.45997514597381,265.089973360552
1,"10010",6925,2641,1572,7526,2687,1615,45,278,56.7116945582046,60.2044314866566,209.844179926432,47.4447935260373,49.6076969920582,178.560775376335,7.54849466647106,9.14382879773211,29.9075392996672
1,"10011",8731,3483,1818,4457,1685,772,179,518,122.192777116421,136.378735101337,442.042460268881,91.2078487407772,113.88520189308,313.351509107935,29.6753450397534,21.6040401887474,127.466319129018
1,"10013",2114,267,239,2043,374,173,256,782,65.4861329587394,63.4405691183696,908.267476761877,40.6604907244042,32.4875146318642,716.590700361571,24.6326022026256,30.7665220730458,191.501407228681
1,"10015",972,43,59,901,26,15,91,463,10.4733753353766,14.7724823516624,528.170621247758,8.18267816546907,12.7183906183756,408.396987816269,2.11848738327466,1.88307874034774,119.559372000965
1,"10016",829,86,33,1013,159,58,95,335,20.8651426272857,8.27934989656594,400.643298205008,15.5474167082552,6.6668518162779,279.321951351019,5.19349368501374,1.50915950279086,121.183935639674
1,"10017",986,154,114,1192,186,80,145,343,33.9774074205423,29.3666433941464,423.678197409304,31.140464715352,19.2985745823355,296.261329273698,2.69005852056971,9.89215930527838,127.22387015266
1,"10018",2334,229,94,2650,497,73,245,954,49.9727017925064,22.5810305929683,1127.83995663288,40.0537679905145,15.0048413054842,895.478364327727,9.01351619051359,6.86537528615369,231.499406051814
1,"10019",2560,299,303,2522,419,201,280,999,73.1129916580829,77.9591118486966,1127.35239355074,70.0714469602188,74.3624131011881,773.735169705272,2.8731815498569,3.43526416953131,353.405886726944
1,"10020",1477,166,336,1297,317,111,168,519,39.6262532463342,84.3551923163512,562.408752124705,33.5102299951214,58.6771599601576,423.875892121332,5.92298956856822,25.5176946391596,138.331219567786
1,"10021",2266,151,223,1878,348,199,139,899,34.8316133878958,54.5230276885918,948.377956513672,33.4953180003155,52.9895991137761,703.543713240418,1.14251367922298,1.3899610417853,244.584998720377
1,"10022",1103,118,60,1271,84,47,127,498,29.041349577179,14.8886773732441,580.641209153522,26.83227499693,14.0024471907987,425.467028902384,2.05979160464673,0.746603200794185,154.98960970988
1,"10023",1359,62,46,1803,147,21,116,702,14.6405675361942,11.5334621010985,790.400810518371,11.4520711627256,10.2678510565661,651.112253992276,3.02390542920959,1.12676169880553,139.096318315767
1,"10024",855,22,24,1081,100,30,44,410,5.18488687861073,5.85143993574414,442.976125422317,3.7216162211804,4.92459838950441,389.778465839768,1.2919086869088,0.768233886929604,52.977743621434
3,"30001",2607,19,1294,1984,23,914,181,761,9.47843514575066,370.914825888912,563.433690972245,5.54538213298482,308.322585989822,443.741357993645,3.19748748822484,62.0580700158296,119.114785998237
3,"30002",2689,22,768,2596,26,564,199,1297,11.0706204609761,293.293210625568,1190.04061934893,7.75192245991263,289.198734343749,873.781239309167,2.84325260145098,3.83258749966717,315.870761523325
3,"30003",2596,59,1107,2425,45,849,205,932,29.7081670087655,382.069298094769,725.055914237864,21.1137019155917,373.940274321268,518.966870106473,8.02099238431868,7.88990784451178,205.816210831941
3,"30004",2582,33,1373,2095,10,1024,210,649,16.4274145355882,342.083750993294,501.527342720007,9.53245287473964,294.936665104243,342.777259603938,6.00487238913775,46.5164217651762,158.152242630909
5,"50001",868,135,338,822,258,127,115,174,42.3972961024567,55.0078932171246,192.794603858287,33.0430796637697,47.5652085300936,94.0451191916063,8.81415338669464,6.93490934778401,98.3220238200478
5,"50002",4145,1789,1195,3306,1397,720,937,322,441.556674052689,234.353578429529,582.792658025546,48.5771556960862,55.9285971350448,241.009085636719,392.755135724319,178.198622752695,341.565837477114
5,"50003",2811,112,435,2371,159,218,233,856,37.0493313863633,100.756132080094,953.068935957567,30.886135733088,81.8816874552557,739.657099187211,5.28704626553252,18.2976003101771,212.472220498999
5,"50004",1190,365,234,1051,176,171,187,225,97.1467112962719,50.1907853440849,266.736016000721,83.8960294748572,42.6257536566642,101.17705575952,12.3752054639593,6.7750329830715,164.748943408882
5,"50005",2595,571,564,2670,646,234,414,604,184.223798672266,121.867885038177,713.192412536662,153.720697556229,109.560071574678,345.25944927796,29.8106135406575,11.7501147940285,367.78763872733
5,"50006",919,23,143,840,101,27,103,287,7.70030541210032,32.171644883994,351.370974438552,5.6226638464068,25.8241252151514,255.096956774631,1.61726841840624,5.86821829513258,95.8035371208697
5,"50007",1005,7,74,984,37,142,37,508,2.47629163738747,18.9620106014302,523.454692500109,1.88946334197565,17.3296058535458,474.591279643089,0.4522578831901,1.43564414985235,48.7152343538467
5,"50008A",1123,2,52,1035,58,39,77,660,0.683136185354524,13.3003887182998,721.209050012289,0.514809588088799,12.0141354162497,599.000743568321,0.122218337018358,1.10082280630243,121.965745297392
5,"50008B",743,15,48,540,18,55,48,298,5.24511016895865,11.5654890570481,330.07565422729,3.73592681372137,10.2726941128292,281.549880348264,1.11665933704568,0.978019397040091,47.9749636241535
5,"50009",408,34,8,405,137,31,40,135,11.2121983205587,2.01150906354064,163.108273524662,8.95373535161424,1.59805385639154,123.534344943997,1.77993101456454,0.253810511702603,39.0238092911084
5,"50010A",1587,426,337,1389,202,167,285,355,135.987938740193,81.4820167798847,423.346769829192,48.0638212667112,73.4124148542917,232.278352033968,87.7702257944287,7.86622531074458,190.867975567781
5,"50010B",202,93,65,179,54,13,34,43,35.0479808815642,17.8276664481106,23.626266370576,18.5298068154427,11.5713979890746,16.0809373536568,16.3821237274404,6.06147290070393,7.42876386220515
5,"50011",2163,43,91,2134,39,20,137,1028,15.0175493377172,22.2489462840924,1127.84930836467,14.0163799817453,21.1181896122899,843.910985582023,0.88488874902251,0.971316734800587,283.637662336483
5,"50012",1177,51,116,1144,65,86,94,427,17.2058170258396,28.478843739364,476.04084239334,13.4875638806837,23.4279218430137,389.087858843516,3.52159736902775,4.89035194422732,86.7668145947998
5,"50013",872,169,190,832,225,55,142,277,60.2502835507708,53.9969958749838,302.614720976171,27.0565706921373,44.0165194190897,206.32843077182,32.9676116343657,9.78949879143579,96.1140775184881
5,"50014",2057,280,219,2124,194,134,311,869,105.682696676318,60.1301913142145,1011.62419287899,100.441333639753,55.6981727891477,636.781624638013,5.07069458866476,4.23552164857656,374.600186137018
5,"50015",1352,227,362,1381,130,318,65,272,55.3817010044658,47.6717657152997,237.504869816955,43.1178165084336,42.2714157710539,184.650343248465,10.5995224576872,4.02572485291049,51.4349975541708
5,"50016",3380,698,1407,3058,708,1056,524,571,209.283311763872,234.156295278632,652.607770801097,126.663551143076,165.028755043344,284.245561553943,82.0659526812931,68.5874151029391,367.945166393365
5,"50017",2064,10,36,2115,14,23,181,795,3.29614365914487,8.93934676141849,963.782796610168,2.43973416876156,8.11489900871538,741.78297637196,0.717502986703131,0.662730151507076,221.760003052644
5,"50018",796,124,98,676,96,42,82,288,41.5535951987743,25.122517482827,303.637947278085,33.0085168091089,21.6558831114787,229.34055229547,7.98257313580091,2.99209423645458,73.85999553498
5,"50019",1514,189,78,1253,0,43,253,771,78.5894998174789,21.2805703992401,921.96030748418,77.4677037302722,20.4424700127241,513.186042219268,0.967517951890703,0.694980785999218,408.556605644397
5,"50020",4132,2041,1413,3837,2119,699,1190,157,637.160064477041,354.570212924149,354.34471282453,99.5550131158295,23.4348776824748,63.6004002020657,537.394671416309,330.91670935469,290.527520523915
5,"50021",1999,282,238,2052,457,82,205,612,87.5797444740796,56.6968341629805,673.472810156565,83.5880530156895,49.8322705003798,472.958856211391,3.81265058523565,6.25742637760929,199.888026792799
5,"50022",601,21,25,495,25,17,47,261,7.21350955929713,6.29459564585841,294.591236384098,6.00410196219295,5.23606339009045,244.499216648053,1.07493902424276,0.894214467450765,49.9441897889839
5,"50023",595,2,17,520,24,24,51,260,0.681259884527103,4.3095229186071,305.649813498728,0.48963861356139,3.5332954002672,252.118126758706,0.147572454494361,0.654729293528742,53.3280247877394
5,"50024",3162,165,661,3084,309,370,223,1078,53.4868236881358,150.305891109669,1099.47928819028,49.0829216026695,146.80127362348,853.737794699449,3.84630059196122,3.03492778229718,245.150891901521
5,"50025",2694,134,390,2840,218,346,227,1016,45.9861505963753,89.2450897243655,1107.08036380691,42.9533020548439,84.5394605897533,852.097863317744,2.85647777951548,4.49866338171144,254.765481381979
5,"50026",1647,41,73,1682,115,56,121,887,14.571726996706,18.8043156134672,972.416591538291,12.6978615785217,18.1123841115078,732.991395210137,1.77083585713658,0.53552722142742,239.160364584812
5,"50027",384,0,9,364,7,54,23,207,0,2.27969404322196,226.735018576623,0,1.81472122393218,201.535527944213,0,0.353393114034849,25.0698512441337
5,"50028",1173,42,217,1100,34,143,111,542,15.004938602835,61.6907997604994,574.408536644028,12.4284902940938,59.2644748716648,446.501691919285,2.38671882870685,2.26210599498208,127.727679321937
5,"50029",1656,47,141,1340,97,36,149,697,16.0976315023715,35.6241973178679,793.654856255211,14.6077850178463,33.5071910858915,603.717639320291,1.33112351748829,1.95757828209826,189.75004212558
5,"50030",1076,4,30,979,0,27,76,462,1.36076021650549,7.37032671068558,528.495839562312,1.04032657799723,6.39404250189012,412.716754196391,0.237109274111635,0.851712732633794,115.655876208301
5,"50031",557,17,163,527,10,81,49,169,5.83574169788812,33.3139662295932,180.214928754991,4.228227950235,29.5151892830468,135.643666324733,1.21468486236105,3.30699109588677,44.0264060959034
5,"50032",439,13,3,446,0,12,33,223,4.54889501571919,0.749404725718694,250.092546197805,3.35980029044474,0.632317457884308,214.217682932462,1.0544204239617,0.0795482554066532,35.7119377480494
5,"50033",905,9,33,881,28,20,55,424,3.06957219771389,8.51819194123532,467.288701410633,2.29718975635194,7.56257697159928,403.646310997607,0.637979521389281,0.845167788006028,63.4295809191849
5,"50034",2620,285,170,2075,166,118,248,1009,95.7696372014135,44.6652994182151,1117.21315949255,87.974312512627,40.459417277258,876.154975567217,7.34588168597212,3.69598290068342,240.501466539082
5,"50035",1919,204,130,1806,202,111,203,910,74.3965838195774,35.0026803260721,1002.72101228722,73.4040205828178,34.2325899586437,567.821663606659,0.839377040747709,0.640998094538033,434.660893405641
5,"50036",4,0,0,5,0,1,1,2,0,0,2.350677731549,0,0,1.57303091496685,0,0,0.729876389710169
5,"50037",547,16,90,557,27,49,42,198,5.23318002334311,21.2410859740638,214.007628689402,4.19778696667575,18.5391095772671,169.518963887622,0.895916319095876,2.51645723699626,44.2684676796305
5,"50038",521,13,90,513,33,88,32,186,4.42821508904768,20.3874047188086,193.564636306117,3.67688589092399,17.7618956385264,162.818758717214,0.597614070455681,2.42978253815075,30.5585894234481
5,"50039",817,125,65,835,166,99,80,265,40.2170448956488,17.2749333179278,288.989852466492,36.4134800819868,14.1966113049015,212.028391958215,3.31120142040523,2.52786071215664,76.4256224227419
5,"50040",1124,276,158,1004,330,42,171,306,87.6645631374771,39.6875023223597,349.063871437538,18.6087553485521,33.2728440215197,257.389184592465,68.855205761789,6.26085186649458,91.4933143123609
5,"5011B",1518,92,52,1343,113,24,150,494,31.521171808031,12.9346676784727,600.26739383259,24.2748173927775,10.7007513093133,451.173739292171,6.68113493612455,1.88541653684116,148.524135525088
5,"5017B",504,1,6,469,6,2,47,171,0.339052599209105,1.51701145733403,217.186061712173,0.24123427055563,1.13627444189899,168.515865150103,0.068638417849399,0.218373216668149,47.932526484176
7,"70001",2287,24,276,2071,4,457,315,889,11.6058305411975,121.849392325328,1069.8568598662,10.1408513341358,119.740466881522,663.391634368646,1.14652801060021,1.96009977402655,406.206442063287
7,"70002",4386,68,1652,3902,19,1260,736,1118,33.1268504732765,651.906278323872,1169.31053012184,31.5808191678236,646.058092414538,281.059845840662,1.20917077501703,5.63858204437906,887.988604018704
7,"70003",4941,50,743,5238,16,583,684,2011,24.690883943519,321.97826401505,2348.39399807276,23.5385673153764,319.250105725085,1118.49633871902,0.825248664417903,2.64862035412663,1229.57558077735
7,"70004",3772,28,416,3501,0,513,584,1742,14.0066893758347,188.673738877562,2123.01239596664,12.4036581505337,185.1775798474,1430.91418358833,1.27444989068957,3.28169904986469,691.869633806271
7,"7001A",2267,29,564,1958,20,381,225,536,14.05963437437,218.919546460702,529.89578840349,10.9453802245577,210.259487626106,310.267344009803,2.13412701619998,7.96495213119415,218.73241599185
