"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,0.123889798683135,0.138212514211751,0.386444133994036,0.23986719100296,0.228681504608444,0.0699739842681368,0.363756989686095,0.366894018820195,0.456418118262173
1,"10002",2732,188,135,2995,237,199,228,1179,0.122090016867026,0.134385534863283,0.472188148182919,0.265752139648854,0.241950983382722,0.0602238898970158,0.38784215651588,0.376336518246005,0.532412038079934
1,"10003",1345,92,96,1225,54,34,108,650,0.124364861456303,0.138828545281782,0.539191491418242,0.269326612159703,0.244530205257142,0.0514766994115736,0.393691473616006,0.383358750538923,0.590668190829815
1,"10004",1684,52,47,1789,90,11,128,729,0.129765413626821,0.144616465223991,0.451355513766268,0.235361808820794,0.235000877144562,0.0659993439676213,0.365127222447615,0.379617342368553,0.517354857733889
1,"10005",366,3,12,356,0,4,13,174,0.12343599446351,0.143325228654114,0.488125915321336,0.245743745894645,0.238023630352768,0.0282072652653706,0.369179740358155,0.381348859006883,0.516333180586706
1,"10006",1474,639,239,1782,968,123,385,317,0.0860649521162938,0.128459063761792,0.389353886737198,0.367294248188226,0.279511878465664,0.136729511070367,0.45335920030452,0.407970942227457,0.526083397807564
1,"10007",2106,887,752,1940,916,136,499,148,0.0245873085261478,0.0325479619234569,0.222486445029159,0.252292440849736,0.279747730474736,0.139616823587497,0.276879749375884,0.312295692398193,0.362103268616656
1,"10008",825,341,190,934,459,129,104,52,0.0204845193498959,0.038275509101375,0.13810907693174,0.117823597918361,0.172585447612754,0.107429566718315,0.138308117268257,0.210860956714129,0.245538643650055
1,"10009",1599,132,104,1612,323,79,157,559,0.118645984442719,0.127775692131981,0.388483433174441,0.278199691117662,0.247253070715363,0.0695863001355656,0.39684567556038,0.375028762847344,0.458069733310006
1,"10010",6925,2641,1572,7526,2687,1615,45,278,0.0130345956703577,0.023087340522805,0.077851662380634,0.0059339829190313,0.0106722526183043,0.00558229518768775,0.018968578589389,0.0337595931411093,0.0834339575683218
1,"10011",8731,3483,1818,4457,1685,772,179,518,0.0206634822327271,0.0374901671806906,0.111201618017911,0.0171668640096654,0.0343185816062804,0.0172258764392849,0.0378303462423926,0.071808748786971,0.128427494457195
1,"10013",2114,267,239,2043,374,173,256,782,0.127499365224528,0.140771508540669,0.444489103209497,0.278669717467024,0.254801461176728,0.0748095568982623,0.406169082691552,0.395572969717398,0.519298660107759
1,"10015",972,43,59,901,26,15,91,463,0.124747393434705,0.137740559757652,0.516374961102385,0.258329302639092,0.252179500429682,0.0737276501712575,0.383076696073797,0.389920060187334,0.590102611273642
1,"10016",829,86,33,1013,159,58,95,335,0.116342561159253,0.138512073848831,0.449325680415049,0.28241858078944,0.243107282215682,0.0876068923982561,0.398761141948693,0.381619356064513,0.536932572813305
