"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,102.25219114159,44.84402172318,869.322135755748,6.52056151535594,95.7316296262344,6.24169588831826,38.6023258348618,741.783300905892,127.538834849857
1,"10002",2732,188,135,2995,237,199,228,1179,62.4882862304951,27.6485406792801,1317.44328993039,4.49241441871651,57.9958718117786,3.60562505020944,24.0429156290706,1170.21158746021,147.231702470181
1,"10003",1345,92,96,1225,54,34,108,650,30.0714268059346,20.4555059288522,706.806074961678,1.63969911196824,28.4317276939664,2.67460136782997,17.7809045610222,643.869371393722,62.9367035679558
1,"10004",1684,52,47,1789,90,11,128,729,16.3466490791678,9.36731482701995,832.467462009336,1.19326822370145,15.1533808554664,1.22826362263006,8.13905120438989,726.332378996111,106.135083013226
1,"10005",366,3,12,356,0,4,13,174,0.966045727129891,2.45394903598926,183.992429854218,0.0721593765907107,0.893886350539181,0.309529297794282,2.14441973819498,172.412331239063,11.5800986151545
1,"10006",1474,639,239,1782,968,123,385,317,271.810842343401,52.0234299666255,377.645656410731,13.5730148103355,258.237827533065,6.92967898052214,45.0937509861033,296.235947931772,81.4097084789589
1,"10007",2106,887,752,1940,916,136,499,148,201.817581993041,161.274577735936,283.070810109229,7.8708060741311,193.94677591891,11.5343069049862,149.74027083095,130.548953306792,152.521856802437
1,"10008",825,341,190,934,459,129,104,52,24.7073555802244,24.4052809133767,110.335199678597,1.43469868213051,23.2726568980939,2.54967479056838,21.8556061228084,51.4026065941049,58.9325930844919
1,"10009",1599,132,104,1612,323,79,157,559,40.5537846358019,21.0488752354451,654.815376312537,2.99528330016684,37.5585013356351,2.86467378010225,18.1842014553429,553.79597405966,101.019402252878
1,"10010",6925,2641,1572,7526,2687,1615,45,278,41.3322428260002,59.893905685772,227.836029792408,14.744309799111,26.5879330268892,38.4565818562795,21.4373238294925,221.093000662426,6.74302912998221
1,"10011",8731,3483,1818,4457,1685,772,179,518,94.4113249315497,113.013564406454,493.965519785352,13.6640312833149,80.7472936482348,31.5500402801074,81.4635241263465,469.889417981315,24.0761018040376
1,"10013",2114,267,239,2043,374,173,256,782,89.2864249897154,48.9700824651518,901.098170358834,7.14389258063983,82.1425324090755,6.31943552258256,42.6506469425693,769.138955987204,131.95921437163
1,"10015",972,43,59,901,26,15,91,463,14.4972531434638,12.8321507541981,527.21768652332,0.925450851058916,13.5718022924049,1.64633385212458,11.1858169020735,460.255903299711,66.9617832236089
1,"10016",829,86,33,1013,159,58,95,335,27.3799407134882,7.03679444377714,395.737736259336,1.83043186556926,25.549508847919,0.868058813202755,6.16873563057438,331.410544925563,64.3271913337727
1,"10017",986,154,114,1192,186,80,145,343,48.3299465176726,23.9891041752814,415.621555235468,3.10156114556624,45.2283853721063,3.16848101966877,20.8206231556126,336.672477849011,78.9490773864565
1,"10018",2334,229,94,2650,497,73,245,954,67.9841185883276,18.7939765771719,1112.12739433189,4.82405914884594,63.1600594394817,2.47044651381616,16.3235300633558,946.817754363849,165.309639968037
1,"10019",2560,299,303,2522,419,201,280,999,88.2938267389936,60.2536387548167,1130.90826879188,6.20074235992489,82.0930843790688,7.772703121905,52.4809356329117,984.837539785416,146.070729006466
1,"10020",1477,166,336,1297,317,111,168,519,53.8212892755344,66.8684585032077,567.620293878172,4.01877078600765,49.8025184895268,9.10030082402496,57.7681576791828,506.502953248649,61.1173406295229
1,"10021",2266,151,223,1878,348,199,139,899,46.0595709914909,44.4011554932604,948.929309828696,3.47153388999026,42.5880371015007,6.0467081689632,38.3544473242972,890.075458813302,58.8538510153938
1,"10022",1103,118,60,1271,84,47,127,498,38.78231636126,12.7482183979925,573.208011236821,2.43867388759159,36.3436424736684,1.57700884898466,11.1712095490078,493.897951393291,79.31005984353
1,"10023",1359,62,46,1803,147,21,116,702,20.9892466515973,9.24964602887531,786.259956254144,1.45217693858021,19.5370697130171,1.14784536866139,8.10180066021392,697.278395483077,88.9815607710668
1,"10024",855,22,24,1081,100,30,44,410,6.91478842734761,5.10403616665501,443.258289442056,0.396899434008182,6.51788899333943,0.65675067325101,4.447285493404,409.239167069996,34.0191223720598
3,"30001",2607,19,1294,1984,23,914,181,761,6.67969037316353,209.511556932382,724.482262119644,2.06842098246142,23.6850721911766,3.51789573658807,7.27336031994041,546.338587221029,30.9276607042869
3,"30002",2689,22,768,2596,26,564,199,1297,7.15036902410066,167.158705341867,1320.11712173654,0.570903895113225,7.05695812818861,5.13605838002752,31.1302777353263,1322.7114300161,53.8670692306906
3,"30003",2596,59,1107,2425,45,849,205,932,19.2714409437806,201.294024369748,918.065438289638,0.842292682052322,12.0501140265591,3.66651859202848,11.8932939159133,750.416293497265,33.969806196773
3,"30004",2582,33,1373,2095,10,1024,210,649,11.0191728390592,201.663815986417,646.685425735749,1.4682899549491,17.4821456639022,1.61561485464773,7.26104898675745,413.484723294291,26.8162276729856
5,"50001",868,135,338,822,258,127,115,174,35.3379129566646,49.1793556699604,206.312130983541,19.5708307954474,278.293240025048,19.56131215452,139.209733851306,68.4951919303063,16.0606895879777
5,"50002",4145,1789,1195,3306,1397,720,937,322,328.812673390264,232.046275682632,698.113910060164,47.0538689322975,1042.6694179008,24.8643115156559,230.380341890068,137.472249300657,196.177585405412
5,"50003",2811,112,435,2371,159,218,233,856,35.6618212552477,81.3078343279749,973.463594826753,8.60131709751585,131.212661438343,19.5848035479811,149.655711794792,1436.05618927446,219.642013529186
5,"50004",1190,365,234,1051,176,171,187,225,65.9111261125213,41.4806373843439,306.251247164343,54.6460102418631,744.15067129021,61.3232157051497,432.89778514955,893.036712944697,366.471651960995
5,"50005",2595,571,564,2670,646,234,414,604,138.921652458717,102.188684727635,778.171650950412,NA,NA,NA,NA,NA,NA
5,"50006",919,23,143,840,101,27,103,287,7.59073149797531,27.254402591426,357.019325785463,67.2328793308438,869.1474139579,38.6907937908342,263.278265326165,1135.71225894447,289.109370411682
5,"50007",1005,7,74,984,37,142,37,508,2.28501628593566,14.8122498395801,527.937751163686,0,0,0.0392725107436132,0.261712895845965,0,0
5,"50008A",1123,2,52,1035,58,39,77,660,0.668209669408477,11.2412217170312,724.864885464438,45.0650043405906,577.803538743635,47.603154724547,310.281030451254,422.832477378706,43.2116373359156
5,"50008B",743,15,48,540,18,55,48,298,4.84625023228076,9.97446166329413,331.411304394458,11.7237380962686,135.59397870447,25.3797255210652,188.504590832274,649.299601863101,78.2528954763017
5,"50009",408,34,8,405,137,31,40,135,10.3522497696097,1.74236900135485,163.813419819076,0,0,0,0,0.778647130708004,0.169936851633274
5,"50010A",1587,426,337,1389,202,167,285,355,108.639214167797,63.6631452141039,468.976478975117,47.5039960088343,667.914209966926,29.5205523619531,207.081571326051,431.61015238454,160.806312374171
5,"50010B",202,93,65,179,54,13,34,43,34.9497326206287,15.0436394260097,26.6034924860685,63.9169674916898,114.266959063695,65.2409763473861,228.085665172366,778.614699813868,128.76061095289
5,"50011",2163,43,91,2134,39,20,137,1028,13.2537403499208,18.2134495960147,1133.51056361959,9.02732910271458,101.25163037487,47.0343342273222,320.86907525305,2148.00430331029,231.835146491376
5,"50012",1177,51,116,1144,65,86,94,427,16.6627143684403,22.831043867812,481.874986032823,9.70860617119798,134.007841839548,20.6769721209823,138.045423755992,1402.04115271745,195.866555857263
5,"50013",872,169,190,832,225,55,142,277,54.1631211459116,38.1117435432002,326.479745745345,20.3789570027676,287.972291444294,41.0079119914197,283.826868303649,2812.98226336646,611.670760539105
5,"50014",2057,280,219,2124,194,134,311,869,89.9296960606159,45.7677462868159,1044.93842669124,14.9972056219073,210.391987625219,52.06203537996,345.422690994576,894.79962868379,195.325006453193
5,"50015",1352,227,362,1381,130,318,65,272,41.2580852409829,48.7567238659514,249.837875333579,35.5477266576865,148.794057305359,120.705378010822,201.284367818944,476.227821098172,18.2434863322212
5,"50016",3380,698,1407,3058,708,1056,524,571,186.734845778535,194.435743137605,713.975238005375,1.77714783456133,26.9607345568052,4.20647513642404,32.698433880083,119.726379900787,39.1425592377142
5,"50017",2064,10,36,2115,14,23,181,795,3.20334140978165,7.52203218939471,966.294861681836,3.06112842085531,46.3202423852061,15.6113690806923,102.45403287374,275.670974308612,59.8352903450561
5,"50018",796,124,98,676,96,42,82,288,36.8317119854573,19.5114780015448,314.617490380983,18.6868141259917,223.35716652208,31.7716588489979,221.916039538969,1067.76639696523,118.630628849528
5,"50019",1514,189,78,1253,0,43,253,771,69.220550189942,16.843422006661,937.065519585056,10.3247513307088,119.399965381857,17.7730873378068,121.854755594543,1221.33356895924,279.354521785193
5,"50020",4132,2041,1413,3837,2119,699,1190,157,603.85949116502,326.927869301072,414.518674138379,5.51110708666251,326.749199507774,15.4089518553165,287.315543366885,516.283423657358,1085.38984416963
5,"50021",1999,282,238,2052,457,82,205,612,78.9844548914574,47.187539797446,691.405306268986,0.898888886676524,12.5580828412148,12.2692675882248,82.8621380864469,659.112362849201,99.5075837744968
5,"50022",601,21,25,495,25,17,47,261,6.64943432884795,5.24697873067539,296.630551514673,3.02476239032217,43.7378124809783,9.03999478406687,63.1541826336744,1192.02539628759,169.621217548828
5,"50023",595,2,17,520,24,24,51,260,0.642651161969606,3.69609727508588,307.17631050244,35.7111831808706,442.495569835681,30.2279910220444,191.594823656528,659.347305517741,118.517632837725
5,"50024",3162,165,661,3084,309,370,223,1078,51.8898309922187,127.143699080506,1123.45797468003,5.66580682711605,70.6957598601752,14.8033157273466,89.8626075990134,1949.98461645083,124.884460336039
5,"50025",2694,134,390,2840,218,346,227,1016,42.9237810721958,76.2145536453733,1125.11601057404,21.6631095245302,272.19864216174,34.5354828512003,237.037989174204,1665.35094163374,201.547755733684
5,"50026",1647,41,73,1682,115,56,121,887,13.841179985293,15.2563117681497,978.686434720099,11.4012333874856,168.219805884238,24.5504616006776,172.663240654175,832.973208638346,90.7861558167679
5,"50027",384,0,9,364,7,54,23,207,0,1.80041410717705,228.321446239366,13.1530969056678,358.197398672763,95.0735256571551,601.631608154472,1706.19159052099,184.265336740052
5,"50028",1173,42,217,1100,34,143,111,542,13.0186352357559,45.7187322771596,593.860424141856,8.30588685639581,106.606109204344,27.0823193758034,190.517970827073,847.450589385098,95.0362716450245
5,"50029",1656,47,141,1340,97,36,149,697,14.9724464794103,27.4543555873308,804.440543644151,11.043810322072,138.781903899409,16.5529395904572,119.119549421697,638.500410671315,103.184640059635
5,"50030",1076,4,30,979,0,27,76,462,1.30107262289247,6.48859377467256,532.177374761438,0.0997025514607366,1.21424027856879,1.44655661227228,9.3822239138908,121.251034354745,18.6068638378984
5,"50031",557,17,163,527,10,81,49,169,5.48630381026402,27.6974987313498,186.190021356067,8.25630614468253,119.433275629856,31.0459836429377,199.535481910845,497.853297029352,62.9817186254809
5,"50032",439,13,3,446,0,12,33,223,4.12070265629233,0.622704638671584,251.436060331076,3.34657780233871,44.2904117994175,19.67350286114,130.835499777234,2278.8537927605,299.523971627187
5,"50033",905,9,33,881,28,20,55,424,3.01560338278181,6.68475758599232,469.626543849382,3.04618598745678,37.0397274088326,18.1075307021721,111.466817148912,1724.4359250262,192.028366298709
5,"50034",2620,285,170,2075,166,118,248,1009,89.3969753073463,34.2819530931503,1133.62699594486,1.98584325092806,28.624499173238,9.61860400412244,66.2532746166694,263.072624225791,35.9007888988177
5,"50035",1919,204,130,1806,202,111,203,910,65.9018316576757,26.7689735911438,1019.49646751265,9.87118917773667,134.352749572039,22.9068822390451,150.132055046373,1020.28785591641,134.467680032813
5,"50036",4,0,0,5,0,1,1,2,0,0,2.58495763000526,0.943144217781136,12.7803187399557,5.87913769246839,41.1418634630239,416.945962243754,174.480191942991
5,"50037",547,16,90,557,27,49,42,198,5.01307021947854,17.4451980459416,218.170571072888,8.3602179597231,90.5725290254503,24.342471397987,168.806600742649,2234.70671376548,269.770352151919
5,"50038",521,13,90,513,33,88,32,186,4.08277942316381,16.6668474257571,198.038719928315,11.1154027541105,141.640675192615,47.7506895700343,303.080627671077,3100.40195915745,251.254815566386
5,"50039",817,125,65,835,166,99,80,265,33.8731089110834,12.769118639381,299.895505503809,5.18298021846344,64.6784984358451,15.928549434709,108.109069190969,304.879636373342,44.4790433809309
5,"50040",1124,276,158,1004,330,42,171,306,70.7663077542149,31.3657554268192,375.022741459695,0.229680632402054,3.41764145101241,2.73147178942925,18.1027773946366,1045.88370712373,271.443851798134
5,"5011B",1518,92,52,1343,113,24,150,494,27.6324649675569,10.232682487151,606.678246879059,11.7305568681798,146.433458412186,27.2580163655171,195.817759771619,1527.78160803485,360.780973801453
5,"5017B",504,1,6,469,6,2,47,171,0.338282561024116,1.23103524788567,217.813146911438,12.4414333594568,157.962827580301,27.3046181176031,182.987154285405,1127.49904199765,306.377754607335
7,"70001",2287,24,276,2071,4,457,315,889,7.97199731756496,55.9566358679558,1140.33482439669,0.316610246909626,3.96749892676509,82.2399265115897,600.349952849814,29.5872697938422,8.71342140525139
7,"70002",4386,68,1652,3902,19,1260,736,1118,20.6394780100241,285.161425383029,1548.80029165545,0.884134417972965,12.2587247247158,64.7239906164391,499.181489155113,208.019503708058,88.9703542558802
7,"70003",4941,50,743,5238,16,583,684,2011,17.0902453848198,150.709849489589,2526.57139235578,0,0,10.4313892689777,71.122116656409,60.8387038989985,16.3449798317182
7,"70004",3772,28,416,3501,0,513,584,1742,9.25892291004455,85.5080892518933,2231.07801778398,0.308778682005212,3.8859525203272,42.3259985896562,297.851920771235,95.449381753181,27.6464747487535
7,"7001A",2267,29,564,1958,20,381,225,536,9.07798607697609,89.5479090160102,665.018625549807,1.47965806231255,22.4031845026222,41.2248519734215,296.452653503492,215.20986792114,56.2061554130247
