"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,88.3909619055623,56.5652504292565,869.913843701543,85.5770156228785,52.830598074191,560.322373669364,2.68945124714594,3.71419860112765,309.416227838169
1,"10002",2732,188,135,2995,237,199,228,1179,45.3687587083072,35.0775864835127,1325.33699527307,43.7839993949485,33.7503632712564,918.438523351115,1.42802265665131,1.18090508048495,406.647098742185
1,"10003",1345,92,96,1225,54,34,108,650,22.4181663680261,26.0561037066065,707.60559155004,21.3002854054372,22.8191099269325,550.312632579687,0.976142419415465,3.07248302495593,157.17572771331
1,"10004",1684,52,47,1789,90,11,128,729,12.3071821732023,12.5129746537274,832.49009855494,11.2737103283157,11.4145916418817,606.88223015171,0.885087425521702,0.98420822524811,225.35782474206
1,"10005",366,3,12,356,0,4,13,174,0.716874645393239,3.06526772068532,182.84998999737,0.534065499250882,2.24788031104356,166.080355174216,0.140586064163092,0.710130090395753,16.5976389019742
1,"10006",1474,639,239,1782,968,123,385,317,260.740350659593,77.30854336331,361.417049581827,75.6660068326684,53.5732958275156,174.880250236512,184.964333909297,23.5522402105822,186.349701947855
1,"10007",2106,887,752,1940,916,136,499,148,188.98019836042,213.141373987445,243.713858719948,57.6506482708845,44.4465155466371,50.7408199794915,131.124505511041,168.493368114313,192.818211843889
1,"10008",825,341,190,934,459,129,104,52,31.4495797508159,30.4898112910839,95.6785535283324,24.6025375460893,13.3257814050883,18.987259284149,6.53841101896293,16.733504555087,76.077904660967
1,"10009",1599,132,104,1612,323,79,157,559,30.9711447507715,27.0549030940329,658.309076917162,26.0112539039649,25.3040238318252,462.781823610451,4.84309253639981,1.61455216511611,195.300786675272
1,"10010",6925,2641,1572,7526,2687,1615,45,278,60.2444907370397,61.762955517711,205.332155344317,49.8692504641918,50.7160435232617,176.299899253976,8.93947985699488,9.59629473210938,27.6485426522547
1,"10011",8731,3483,1818,4457,1685,772,179,518,118.313109243081,134.725992244268,446.62733530115,94.8049582713105,86.5772967783137,334.904991121635,22.2666947728576,47.0736409937331,110.666242938957
1,"10013",2114,267,239,2043,374,173,256,782,63.6046987845411,60.4826113449991,914.788044136084,55.1879646143607,49.308435619199,650.456272784432,8.0093874127225,10.6237172447168,263.83281555136
1,"10015",972,43,59,901,26,15,91,463,9.80580873510901,15.1000258404115,527.55000135951,8.25798353683844,13.7375495992864,405.284010230725,1.39922106159082,1.23110308344359,122.06151037885
1,"10016",829,86,33,1013,159,58,95,335,20.6261645587096,8.90807691341084,399.819209614905,14.0430597598864,6.60606693050187,310.137633643333,6.39956559855094,2.1372105388097,89.4597325388113
1,"10017",986,154,114,1192,186,80,145,343,37.0294235131725,30.3879576839996,419.814475572349,33.9791426713109,19.1992785263004,284.109844911825,2.91541786257356,10.9961785787371,135.519603646511
1,"10018",2334,229,94,2650,497,73,245,954,54.5825394883601,24.5469197024317,1121.63744052032,35.9193071434653,15.1628095708588,899.822767281863,17.6724609560994,8.4471374216462,220.39012128051
1,"10019",2560,299,303,2522,419,201,280,999,73.7599974624416,82.2918700937471,1121.32742238047,10.4893870062506,11.2509634465664,1022.54659178702,63.1305065843209,70.8572580333245,98.6120186362829
1,"10020",1477,166,336,1297,317,111,168,519,38.6307675642396,96.4095266456524,552.134428145704,35.3858665650941,93.8910413927744,361.590088751947,3.07258859686066,2.34411702934934,190.315089187343
1,"10021",2266,151,223,1878,348,199,139,899,35.0674790224305,56.2674997289108,947.795696513378,31.2647608624755,46.6664293287202,808.631848235544,3.32490887911712,9.09204829578324,138.71626038964
1,"10022",1103,118,60,1271,84,47,127,498,27.1719913556329,15.4862353542561,581.542350518446,25.0508598263604,11.5121068937277,420.316333135931,1.95471264079722,3.8156531916593,161.02892656766
1,"10023",1359,62,46,1803,147,21,116,702,15.6834430813188,12.1337249438995,789.762540704852,15.0121281482109,10.7425705636608,593.605874236164,0.556511467302627,1.2410112289792,195.996270660302
1,"10024",855,22,24,1081,100,30,44,410,5.10730343743485,6.26026863118806,442.205626645717,4.01814504460883,3.80437224196726,397.908838586168,0.944634245836517,2.28788962388411,44.0824088005243
3,"30001",2607,19,1294,1984,23,914,181,761,9.57922892300518,452.085400106174,481.167524005809,4.62139503948609,290.834552221075,458.699293306187,4.03447539092369,160.690882899285,21.9736310146382
