"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,0.128767756022172,0.133138844570367,0.38633858956421,0.245145929842194,0.23036839612406,0.068977989357382,0.373913685864367,0.363507240694428,0.455316578921592
1,"10002",2732,188,135,2995,237,199,228,1179,0.109434558283416,0.135489519429516,0.473106429912233,0.254667157721005,0.233381163063039,0.0618874244147769,0.364101716004422,0.368870682492555,0.534993854327009
1,"10003",1345,92,96,1225,54,34,108,650,0.130249390735358,0.140233488225305,0.538119980027848,0.264838549111073,0.224500550748021,0.0533953430695061,0.395087939846431,0.364734038973326,0.591515323097354
1,"10004",1684,52,47,1789,90,11,128,729,0.127749257463569,0.129723168644122,0.452024695070455,0.236241266044398,0.218260860079921,0.0664195661136162,0.363990523507967,0.347984028724043,0.518444261184071
1,"10005",366,3,12,356,0,4,13,174,0.123233188147978,0.133285420791095,0.488084675650482,0.234357902057593,0.231013859210862,0.0284625344697967,0.35759109020557,0.364299280001957,0.516547210120279
1,"10006",1474,639,239,1782,968,123,385,317,0.0829203835161714,0.12416089865414,0.392330127190696,0.374570784790039,0.257616481471,0.140796380018573,0.457491168306211,0.38177738012514,0.533126507209269
1,"10007",2106,887,752,1940,916,136,499,148,0.0215094128999106,0.0302927466122225,0.232746184721201,0.277486022312078,0.253458107132305,0.133080806077661,0.298995435211988,0.283750853744527,0.365826990798862
1,"10008",825,341,190,934,459,129,104,52,0.0185040545195734,0.0385726390468895,0.139650150523213,0.117090587311103,0.176648134896971,0.106025389245963,0.135594641830676,0.215220773943861,0.245675539769176
1,"10009",1599,132,104,1612,323,79,157,559,0.116172223992616,0.132355419959617,0.389219135300507,0.269110155960324,0.236698291772092,0.070835897689294,0.38528237995294,0.369053711731709,0.460055032989801
1,"10010",6925,2641,1572,7526,2687,1615,45,278,0.0114602005151672,0.0245377123136681,0.078442778873366,0.00591214174796584,0.0103145148031286,0.00573769314341743,0.017372342263133,0.0348522271167966,0.0841804720167834
1,"10011",8731,3483,1818,4457,1685,772,179,518,0.0170354586322459,0.0362405307523212,0.115386751438758,0.0173469620350536,0.0336168984841927,0.0172960775705505,0.0343824206672994,0.0698574292365139,0.132682829009308
1,"10013",2114,267,239,2043,374,173,256,782,0.126081195453531,0.145808969346976,0.443611700854153,0.264761751506016,0.228117164984055,0.0814704914437484,0.390842946959547,0.37392613433103,0.525082192297901
1,"10015",972,43,59,901,26,15,91,463,0.0921206252374403,0.135466803470603,0.517238133022193,0.25935190400568,0.233048437117029,0.0759157106589184,0.35147252924312,0.368515240587632,0.593153843681111
1,"10016",829,86,33,1013,159,58,95,335,0.113211987358175,0.127959543602767,0.451242149332392,0.282554839102891,0.227285621441021,0.0890132750471511,0.395766826461066,0.355245165043788,0.540255424379543
1,"10017",986,154,114,1192,186,80,145,343,0.114610068997535,0.137443918108218,0.431128399188193,0.299059132259756,0.243603079188272,0.0986367650089884,0.413669201257292,0.381046997296489,0.529765164197182
1,"10018",2334,229,94,2650,497,73,245,954,0.121497221476797,0.125455932982727,0.455010741190247,0.276029458280931,0.22606774669835,0.0793050879807648,0.397526679757728,0.351523679681077,0.534315829171012
1,"10019",2560,299,303,2522,419,201,280,999,0.128757492222649,0.144130632330919,0.467694764330376,0.242833634125219,0.219834307014294,0.0718537484068581,0.371591126347869,0.363964939345214,0.539548512737234
1,"10020",1477,166,336,1297,317,111,168,519,0.121244184889655,0.15292132303507,0.457894236665393,0.245970674306008,0.174044730759772,0.0701239636877489,0.367214859195663,0.326966053794842,0.528018200353142
1,"10021",2266,151,223,1878,348,199,139,899,0.125318600220259,0.133370195715187,0.449437773094151,0.218076347602199,0.181728402086283,0.0348981136824604,0.343394947822459,0.31509859780147,0.484335886776611
1,"10022",1103,118,60,1271,84,47,127,498,0.115498930564616,0.131245019044404,0.514997820191993,0.283248802001697,0.214687172859782,0.0872897747687753,0.398747732566313,0.345932191904185,0.602287594960769
1,"10023",1359,62,46,1803,147,21,116,702,0.11845538315016,0.132668607169201,0.549343453438974,0.25657700867233,0.217019421207643,0.0719735159115744,0.375032391822491,0.349688028376844,0.621316969350548
1,"10024",855,22,24,1081,100,30,44,410,0.120453101004098,0.131919812834773,0.49800239745969,0.251849725321649,0.222276071348794,0.0415854821202578,0.372302826325747,0.354195884183567,0.539587879579947
3,"30001",2607,19,1294,1984,23,914,181,761,0.326983713936614,0.234780636576163,0.347912108805419,0.327453213131944,0.0718659888450173,0.064459508288262,0.654436927068557,0.30664662542118,0.412371617093681
3,"30002",2689,22,768,2596,26,564,199,1297,0.329927290519455,0.345829259170652,0.538786611295277,0.337437133894528,0.116122337108029,0.0540958986540378,0.667364424413983,0.461951596278681,0.592882509949315
3,"30003",2596,59,1107,2425,45,849,205,932,0.320719767065766,0.306097803728973,0.401751527642263,0.324946843788977,0.0845582148170084,0.0652022566781007,0.645666610854743,0.390656018545981,0.466953784320364
3,"30004",2582,33,1373,2095,10,1024,210,649,0.321694213987805,0.211200817546843,0.297759836822084,0.335124851480395,0.0753337090505121,0.0815449765660195,0.656819065468201,0.286534526597355,0.379304813388103
5,"50001",868,135,338,822,258,127,115,174,0.0981863880159773,0.0515983975919032,0.365671402026995,0.334283790417762,0.117529643014557,0.0781842524112133,0.432470178433739,0.16912804060646,0.443855654438208
5,"50002",4145,1789,1195,3306,1397,720,937,322,0.0209257793837478,0.0232196578721555,0.224453147901076,0.340069663301202,0.169086987815508,0.108359434271637,0.36099544268495,0.192306645687664,0.332812582172713
5,"50003",2811,112,435,2371,159,218,233,856,0.103992340918593,0.0843071942711662,0.357200829154149,0.348335331292213,0.162053681867224,0.0548093850628975,0.452327672210806,0.24636087613839,0.412010214217046
5,"50004",1190,365,234,1051,176,171,187,225,0.0674343356551926,0.0616258274080297,0.320447205800054,0.283221486155709,0.159975077801992,0.0793202687579576,0.350655821810902,0.221600905210022,0.399767474558012
5,"50005",2595,571,564,2670,646,234,414,604,0.0822265920350479,0.0748710033309374,0.353431449558142,0.354103201120097,0.169988258653849,0.0797878413411565,0.436329793155145,0.244859261984786,0.433219290899298
5,"50006",919,23,143,840,101,27,103,287,0.112277621298441,0.0863657156915103,0.362642296976094,0.347261807064101,0.211009688716149,0.0851664187305515,0.459539428362542,0.297375404407659,0.447808715706646
5,"50007",1005,7,74,984,37,142,37,508,0.113639480054474,0.100377845273024,0.538713546294265,0.342365652903166,0.155881490364173,0.0264003521266898,0.45600513295764,0.256259335637197,0.565113898420955
5,"50008A",1123,2,52,1035,58,39,77,660,0.108939067543885,0.093752946094488,0.610506682543749,0.355847619530706,0.199453404836374,0.0617443145938724,0.464786687074592,0.293206350930862,0.672250997137622
5,"50008B",743,15,48,540,18,55,48,298,0.105820836160781,0.0975700595247535,0.429282186875237,0.352792545175753,0.189627284157889,0.0500303724361565,0.458613381336535,0.287197343682643,0.479312559311394
5,"50009",408,34,8,405,137,31,40,135,0.0968891481059237,0.0932231306161323,0.360852603141533,0.361386322534478,0.189668605250393,0.071221111981288,0.458275470640401,0.282891735866525,0.432073715122821
5,"50010A",1587,426,337,1389,202,167,285,355,0.0835677497420264,0.071795058108147,0.360744949232718,0.361781524586624,0.176731913165111,0.0867278221044099,0.44534927432865,0.248526971273258,0.447472771337128
5,"50010B",202,93,65,179,54,13,34,43,0.14838742259773,0.11615260738709,0.45684234065201,0.25025051683777,0.136837580507654,0.0783178835809663,0.3986379394355,0.252990187894744,0.535160224232976
5,"50011",2163,43,91,2134,39,20,137,1028,0.104796290017452,0.0946493556637981,0.498834967618397,0.359285795005166,0.192769287168287,0.0514547000443514,0.464082085022618,0.287418642832085,0.550289667662749
5,"50012",1177,51,116,1144,65,86,94,427,0.108671347509412,0.0864211289213048,0.40733861300443,0.351268017002623,0.193566870939127,0.0542549823258819,0.459939364512035,0.279987999860431,0.461593595330312
5,"50013",872,169,190,832,225,55,142,277,0.109133588799239,0.100063152152878,0.467172735183091,0.385284379542491,0.183261447362083,0.0825037718394984,0.49441796834173,0.283324599514961,0.549676507022589
5,"50014",2057,280,219,2124,194,134,311,869,0.112833203136026,0.096702523048379,0.523359774869253,0.410226823050321,0.212790899987691,0.0947236632274784,0.523060026186347,0.30949342303607,0.618083438096732
5,"50015",1352,227,362,1381,130,318,65,272,0.105535318751511,0.0583669672216294,0.300887802921388,0.140442608801842,0.0462422778132528,0.025572001561209,0.245977927553353,0.104609245034882,0.326459804482597
5,"50016",3380,698,1407,3058,708,1056,524,571,0.0790480850326141,0.0403427232324788,0.362286897003824,0.348394262624308,0.118556696608199,0.0902352155672889,0.427442347656922,0.158899419840678,0.452522112571113
5,"50017",2064,10,36,2115,14,23,181,795,0.104866003136588,0.0930470801051799,0.392259922574636,0.342891989645493,0.184332923365127,0.0848428437063634,0.447757992782081,0.277380003470307,0.477102766280999
5,"50018",796,124,98,676,96,42,82,288,0.116896156926014,0.100291866496899,0.457983375726933,0.309844498015063,0.156405057833244,0.0507854901285473,0.426740654941077,0.256696924330143,0.508768865855481
5,"50019",1514,189,78,1253,0,43,253,771,0.120225011475848,0.101865713731938,0.591911638282772,0.433050453588139,0.210672111979656,0.12227204125608,0.553275465063987,0.312537825711594,0.714183679538852
5,"50020",4132,2041,1413,3837,2119,699,1190,157,0.00929099540020036,0.00973647341595839,0.191166638404975,0.389234367710438,0.219049795948726,0.124703857770408,0.398525363110638,0.228786269364684,0.315870496175384
5,"50021",1999,282,238,2052,457,82,205,612,0.109956689047326,0.0852747325724795,0.379729095757034,0.319844784346733,0.165429583914586,0.0513045251162217,0.429801473394059,0.250704316487066,0.431033620873255
5,"50022",601,21,25,495,25,17,47,261,0.111308525586765,0.0962625812093576,0.46103724245584,0.343206116165343,0.19346475386317,0.063679172796013,0.454514641752108,0.289727335072527,0.524716415251853
5,"50023",595,2,17,520,24,24,51,260,0.109639535659086,0.0901757885175332,0.448764325527167,0.33446831426311,0.192142132865435,0.0814012309107225,0.444107849922196,0.282317921382968,0.530165556437889
5,"50024",3162,165,661,3084,309,370,223,1078,0.11265209029424,0.0948962741526853,0.426523927955915,0.33526516312596,0.111402694993381,0.0408184748450059,0.4479172534202,0.206298969146066,0.467342402800921
5,"50025",2694,134,390,2840,218,346,227,1016,0.107373971777373,0.0878081982786783,0.445714286615536,0.34122782916053,0.166872560045159,0.0536063871015604,0.448601800937903,0.254680758323838,0.499320673717097
5,"50026",1647,41,73,1682,115,56,121,887,0.104446120451534,0.0933724249397663,0.570635565277879,0.363137313474123,0.198229173693388,0.0599459390737691,0.467583433925657,0.291601598633154,0.630581504351648
5,"50027",384,0,9,364,7,54,23,207,0.109654085239157,0.0892996633042309,0.545432134149115,0.348294239955404,0.191795637590912,0.0571548212330609,0.457948325194561,0.281095300895143,0.602586955382176
5,"50028",1173,42,217,1100,34,143,111,542,0.112331084051652,0.115987303751366,0.557867476974583,0.357253213129349,0.188333084197091,0.0613422101089483,0.469584297181001,0.304320387948457,0.619209687083531
5,"50029",1656,47,141,1340,97,36,149,697,0.105842510884751,0.0873430961557366,0.463174042525644,0.357991855904163,0.196332400267996,0.0709602503679497,0.463834366788913,0.283675496423733,0.534134292893594
5,"50030",1076,4,30,979,0,27,76,462,0.111825785946322,0.0917986228300555,0.439826297465794,0.34370100584237,0.189292932967915,0.0665661914638628,0.455526791788692,0.281091555797971,0.506392488929656
5,"50031",557,17,163,527,10,81,49,169,0.112070125359335,0.0829596006318577,0.409347462195985,0.343767117235817,0.123038565523989,0.0622945908627675,0.455837242595152,0.205998166155847,0.471642053058753
5,"50032",439,13,3,446,0,12,33,223,0.107477795351695,0.0927572169591003,0.520198274771366,0.360034864466672,0.184741676479582,0.0658227834125908,0.467512659818367,0.277498893438683,0.586021058183957
5,"50033",905,9,33,881,28,20,55,424,0.113431545628833,0.094789765817965,0.485583866573655,0.34858121417656,0.183783423960047,0.0535908228924057,0.462012759805394,0.278573189778012,0.539174689466061
5,"50034",2620,285,170,2075,166,118,248,1009,0.102309129623333,0.0890247654957105,0.445960027748515,0.356299939625278,0.186005847296397,0.0532433059524092,0.458609069248612,0.275030612792108,0.499203333700924
5,"50035",1919,204,130,1806,202,111,203,910,0.116436229805342,0.0949319202104696,0.549801656573578,0.377999818728154,0.194670172990333,0.063532688222124,0.494436048533496,0.289602093200802,0.613334344795702
5,"50036",4,0,0,5,0,1,1,2,0.116308000572559,0.0851138984017696,0.439881310884354,0.334194300571826,0.18311856635091,0.123884503795274,0.450502301144384,0.26823246475268,0.563765814679628
5,"50037",547,16,90,557,27,49,42,198,0.115519229888714,0.0883388834334544,0.42825517964652,0.334885359112568,0.160581278931006,0.051909289398283,0.450404589001283,0.248920162364461,0.480164469044803
5,"50038",521,13,90,513,33,88,32,186,0.102308130801067,0.0939184000816889,0.421977696810954,0.351251716857103,0.118852908505577,0.0426577078857783,0.45355984765817,0.212771308587266,0.464635404696733
5,"50039",817,125,65,835,166,99,80,265,0.107346813772106,0.0874670675900534,0.394110860676594,0.306728848046902,0.167742883098844,0.0510909318171327,0.414075661819008,0.255209950688898,0.445201792493726
5,"50040",1124,276,158,1004,330,42,171,306,0.0945387093385092,0.0839223333774498,0.388150509978927,0.326034954473528,0.174847333566223,0.0776149716394588,0.420573663812037,0.258769666943673,0.465765481618386
5,"5011B",1518,92,52,1343,113,24,150,494,0.0972589434432693,0.0879881244875073,0.350551541691759,0.360106969608931,0.185694071693962,0.0780956013156937,0.4573659130522,0.27368219618147,0.428647143007453
5,"5017B",504,1,6,469,6,2,47,171,0.110534225517202,0.0835604605315021,0.346036794313992,0.350341466950614,0.178543469620609,0.0913323845027879,0.460875692467816,0.262103930152111,0.43736917881678
7,"70001",2287,24,276,2071,4,457,315,889,0.335471487290323,0.282435791736691,0.403968141797003,0.327930108784649,0.305473262445809,0.112068198349824,0.663401596074972,0.5879090541825,0.516036340146827
7,"70002",4386,68,1652,3902,19,1260,736,1118,0.333159587691108,0.230065045000033,0.268708244704976,0.330209976143017,0.239430533078626,0.119712365741193,0.663369563834124,0.469495578078659,0.388420610446169
7,"70003",4941,50,743,5238,16,583,684,2011,0.343891764560286,0.284454607593423,0.429590308241262,0.332501095957248,0.323966603992237,0.103110375565196,0.676392860517534,0.60842121158566,0.532700683806458
7,"70004",3772,28,416,3501,0,513,584,1742,0.324569046665255,0.288368304314142,0.483863378296334,0.337854102032291,0.317193036020679,0.133194178177064,0.662423148697546,0.605561340334821,0.617057556473398
7,"7001A",2267,29,564,1958,20,381,225,536,0.330243951148327,0.272772189108644,0.223253726697446,0.335270076887092,0.204956776061277,0.0605596316817779,0.665514028035418,0.477728965169921,0.283813358379224
7,"7004A",982,1,96,1230,0,155,160,534,0.325424792369358,0.29564990354005,0.56998145385812,0.342421848009995,0.307755753098178,0.147180741754812,0.667846640379352,0.603405656638228,0.717162195612932
9,"90001",1578,4,63,1463,0,22,97,733,0.319662121481739,0.37208932571969,0.468895262569631,0.33772049643728,0.255028618571721,0.0530035095940041,0.657382617919019,0.627117944291411,0.521898772163635
9,"90002",925,4,39,931,2,13,83,542,0.319967115699845,0.372189040305072,0.595226547075096,0.348443922895418,0.255442650270005,0.0810619718860251,0.668411038595264,0.627631690575077,0.676288518961122
9,"90003",416,0,92,422,0,63,22,195,0.315256870766134,0.404116996422708,0.488160450462329,0.341787925826475,0.138651481255384,0.0336652934945619,0.657044796592609,0.542768477678092,0.521825743956891
9,"90004",685,0,118,675,1,82,29,425,0.318018449405765,0.455759686128378,0.651075307959573,0.350004947476047,0.137331460786865,0.0253572760345367,0.668023396881812,0.593091146915244,0.676432583994109
9,"90005",169,0,9,136,1,0,12,89,0.325336284903146,0.380019692936235,0.532707803252487,0.348144842167573,0.25418368649885,0.061413748404589,0.673481127070719,0.634203379435084,0.594121551657076
9,"90006",1393,0,53,1198,26,6,115,683,0.320297906064261,0.370438371052357,0.494242794789173,0.35102213037333,0.251267222930922,0.0759837543830826,0.671320036437592,0.621705593983279,0.570226549172255
9,"90007",267,0,5,259,0,13,12,136,0.31481864753046,0.385746000413805,0.511821303780182,0.3412415146161,0.246048563705165,0.0438007097598442,0.65606016214656,0.63179456411897,0.555622013540026
9,"90008",337,1,17,328,1,6,24,194,0.328021211450154,0.37331581142652,0.584822594766757,0.340248446877462,0.262257713813407,0.0601440347644309,0.668269658327616,0.635573525239927,0.644966629531187
9,"90009",212,0,3,203,0,9,20,86,0.319703450974713,0.387431878405959,0.409500396648963,0.3428745889256,0.242974361572235,0.0926800222433973,0.662578039900313,0.630406239978193,0.50218041889236
9,"90010",760,4,22,823,0,15,105,448,0.329633670346665,0.379354290448574,0.595836356414348,0.349821018105706,0.259622891377004,0.133237809001346,0.67945468845237,0.638977181825578,0.729074165415694
9,"90011",127,3,2,124,0,1,6,69,0.323551308476736,0.371412144912639,0.548158920596742,0.341585858687667,0.250146321844221,0.0411935780265464,0.665137167164404,0.621558466756859,0.589352498623288
11,"110101",366,0,15,339,3,16,22,208,0.344331818101122,0.288668997037144,0.580124853151279,0.332569746840777,0.401982200351933,0.0462157254584766,0.676901564941898,0.690651197389077,0.626340578609755
11,"110201",255,1,23,271,9,35,29,107,0.337178958244869,0.279886782023185,0.439143228388107,0.336588702534954,0.409502430089813,0.0807091849038373,0.673767660779822,0.689389212112997,0.519852413291945
11,"110202",118,1,6,112,2,9,11,51,0.331359110424961,0.28038870221019,0.447863081630594,0.342592340944831,0.407373782517533,0.0732033811017017,0.673951451369792,0.687762484727723,0.521066462732296
11,"110301",277,1,7,262,2,13,17,166,0.328820775204896,0.298464816845651,0.608573468705902,0.342375423712884,0.386196127171492,0.0518871291006393,0.67119619891778,0.684660944017143,0.660460597806541
11,"110303",83,1,3,88,3,11,5,46,0.337690770255285,0.300057122843216,0.563300274095065,0.335955298371863,0.398336347859834,0.0454486220906799,0.673646068627148,0.698393470703049,0.608748896185745
