"CNTY_x","CNTYVTD","VAP","BVAP","HVAP","TOTPOP","BPOP","HPOP","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,29.8876365795419,7.50708158026077,717.478586292619,72.8524473427072,8.60566609363353,178.21509039585,102.740083922249,16.1127476738943,895.693676688468
1,"10002",2732,188,135,2995,237,199,228,1179,26.8882902974227,36.0190842612653,1114.86045977893,53.5087837306933,43.1947649065168,132.093352074253,80.397074028116,79.2138491677821,1246.95381185319
1,"10003",1345,92,96,1225,54,34,108,650,5.43520871540273,6.28408625067784,636.759314380791,11.7092520704528,6.74133974071985,89.7899545076434,17.1444607858555,13.0254259913977,726.549268888434
1,"10004",1684,52,47,1789,90,11,128,729,10.4708951657199,1.95265041695509,716.867164708683,18.8369105192715,2.12318805199357,107.119263356015,29.3078056849914,4.07583846894866,823.986428064698
1,"10005",366,3,12,356,0,4,13,174,0,0.744987325049503,172.283212736037,0,0.766911652245092,12.8359265552939,0,1.51189897729459,185.119139291331
1,"10006",1474,639,239,1782,968,123,385,317,64.5146488154778,22.3471347163237,230.613426562653,258.946183516788,24.631384718823,100.391066432781,323.460832332266,46.9785194351467,331.004492995434
1,"10007",2106,887,752,1940,916,136,499,148,21.722122264165,17.6329871236412,111.887740484874,277.899954650568,29.3549308007858,189.792426039397,299.622076914733,46.9879179244269,301.680166524271
1,"10008",825,341,190,934,459,129,104,52,6.94550008119899,10.2568189369795,38.3391835104348,46.6650019781203,25.9313190489163,32.1015318567643,53.6105020593193,36.1881379858958,70.4407153671991
1,"10009",1599,132,104,1612,323,79,157,559,33.9702249441139,14.8738449575253,509.263235973249,63.8543609846796,15.3209804068416,78.250504816979,97.8245859287934,30.194825364367,587.513740790228
1,"10010",6925,2641,1572,7526,2687,1615,45,278,34.5754508922336,52.8642219888449,194.129055665467,18.1998361056826,14.9361735973216,14.4408768765975,52.7752869979161,67.8003955861665,208.569932542065
1,"10011",8731,3483,1818,4457,1685,772,179,518,65.1516775691671,92.9691085399025,363.34418480309,68.7843886449623,54.8558261278274,57.2798203854742,133.936066214129,147.82493466773,420.624005188565
1,"10013",2114,267,239,2043,374,173,256,782,43.0430279379145,30.8815483765964,708.134678701054,94.3872320877021,36.1841527878249,124.34740052962,137.430260025617,67.0657011644212,832.482079230674
1,"10015",972,43,59,901,26,15,91,463,2.86408354675439,2.73612338108217,457.22643998747,5.40395065540664,2.76537129686841,82.1951326459441,8.26803420216103,5.50149467795058,539.421572633414
1,"10016",829,86,33,1013,159,58,95,335,18.1603783646072,11.0193171471727,305.32354121038,35.8029709227393,11.1791733768617,48.2230212963683,53.9633492873465,22.1984905240343,353.546562506748
1,"10017",986,154,114,1192,186,80,145,343,19.1006480707399,14.6012898738386,309.738510963064,46.2703419483224,15.6088095776656,83.211048479237,65.3709900190622,30.2100994515042,392.949559442301
1,"10018",2334,229,94,2650,497,73,245,954,56.4961015155309,13.8786707175274,883.176666557724,99.2332140416112,13.4706439375401,132.903861104581,155.729315557142,27.3493146550675,1016.0805276623
1,"10019",2560,299,303,2522,419,201,280,999,47.2536458710632,38.1987671645617,913.10118956538,99.3280588158005,42.0099862868627,138.651837768831,146.581704686864,80.2087534514244,1051.75302733421
1,"10020",1477,166,336,1297,317,111,168,519,44.0385033550831,22.1277228351945,451.843033998795,66.2587793486677,22.7044287355239,79.4269497050983,110.297282703751,44.8321515707184,531.269983703893
1,"10021",2266,151,223,1878,348,199,139,899,52.5264484898797,40.7326350575828,802.343644754979,50.8895622267236,33.999222871245,55.6996338489204,103.416010716603,74.7318579288278,858.043278603899
1,"10022",1103,118,60,1271,84,47,127,498,9.10386736790885,8.38295599631921,480.287475628116,18.6929583270483,9.39980720767202,98.8784801848982,27.7968256949571,17.7827632039912,579.165955813015
1,"10023",1359,62,46,1803,147,21,116,702,15.53034517052,3.83076338533162,682.707097943732,34.7168856268733,3.99252088751891,77.8696426427527,50.2472307973932,7.82328427285053,760.576740586485
1,"10024",855,22,24,1081,100,30,44,410,12.0877463537604,5.46239098799697,392.382993361807,17.1156901055401,5.61769694421568,22.139994922109,29.2034364593005,11.0800879322126,414.522988283916
3,"30001",2607,19,1294,1984,23,914,181,761,7.95368690751063,349.48715044578,404.352660363624,7.09246647390413,99.490881292648,75.5652292558704,15.0461533814148,448.978031738428,479.917889619494
3,"30002",2689,22,768,2596,26,564,199,1297,8.79913564165089,226.465421726605,1060.52300150766,8.15505247670757,80.1282202274376,111.331315638374,16.9541881183585,306.593641954043,1171.85431714603
3,"30003",2596,59,1107,2425,45,849,205,932,15.0325406178292,325.49813180094,590.890169761872,14.6095799284336,98.2910075812824,93.0493542720953,29.6421205462628,423.789139382222,683.939524033967
3,"30004",2582,33,1373,2095,10,1024,210,649,3.36001674298584,318.273170112267,328.352744291897,3.26769656384025,112.519707293666,95.080511985572,6.62771330682609,430.792877405933,423.433256277469
5,"50001",868,135,338,822,258,127,115,174,15.9219275619774,15.412798229506,144.397768026222,62.1307487672981,24.3061022176131,29.7712003457647,78.0526763292755,39.718900447119,174.168968371987
5,"50002",4145,1789,1195,3306,1397,720,937,322,31.7251505820064,37.8924289906477,256.646807602638,593.901092289157,188.677977811126,152.194157429338,625.626242871163,226.570406801774,408.840965031977
5,"50003",2811,112,435,2371,159,218,233,856,12.6548150932237,29.3719630601111,815.631833973548,58.3914754979243,54.5723667818005,120.74814107227,71.0462905911481,83.9443298419116,936.379975045818
5,"50004",1190,365,234,1051,176,171,187,225,12.1388932720789,19.3921384013059,195.893846184151,67.547765776246,42.4306194785428,75.3095742753404,79.6866590483248,61.8227578798486,271.203420459491
5,"50005",2595,571,564,2670,646,234,414,604,37.3215835568746,29.8095422881671,538.280303544816,228.682604555855,54.506572372127,130.934713148327,266.00418811273,84.3161146602941,669.215016693143
5,"50006",919,23,143,840,101,27,103,287,8.27699449996054,3.81287076155135,276.198414379556,37.7753154236625,6.52360171744861,58.45565483362,46.052309923623,10.336472479,334.654069213176
5,"50007",1005,7,74,984,37,142,37,508,3.54868757087756,26.9598401926618,475.179657082936,11.1769484805558,13.3661102628889,14.5462301583718,14.7256360514334,40.3259504555507,489.725887241308
5,"50008A",1123,2,52,1035,58,39,77,660,5.68263164698152,5.72301676674785,644.703741511131,21.4817891988896,9.62641012229002,46.4449171146969,27.1644208458712,15.3494268890379,691.148658625828
5,"50008B",743,15,48,540,18,55,48,298,1.50284933811437,8.50921203393759,285.594570106432,6.50649844421057,13.8171905522496,27.9402259820125,8.00934778232494,22.3264025861872,313.534796088445
5,"50009",408,34,8,405,137,31,40,135,12.9315546715795,4.66598004471062,116.109349050591,24.7007789495819,5.95900421077269,11.3671327548756,37.6323336211614,10.6249842554833,127.476481805467
5,"50010A",1587,426,337,1389,202,167,285,355,14.6149028313547,21.1189466743087,321.770924911755,80.417327663396,44.4328200007673,157.888000920657,95.0322304947508,65.551766675076,479.658925832413
5,"50010B",202,93,65,179,54,13,34,43,3.60152076460313,1.7369226834085,38.8855852764606,20.0337048699029,3.16672157416471,10.518939143856,23.635225634506,4.90364425757321,49.4045244203166
5,"50011",2163,43,91,2134,39,20,137,1028,3.42849052143605,2.8663903026636,1021.37785283515,13.3829931258291,4.66350508870782,118.705285633296,16.8114836472651,7.52989539137143,1140.08313846845
5,"50012",1177,51,116,1144,65,86,94,427,5.43774729224135,12.2044663888727,409.960091807317,23.1433585435043,20.7308734708766,50.5099174012527,28.5811058357456,32.9353398597493,460.470009208569
5,"50013",872,169,190,832,225,55,142,277,17.7039718368381,8.13175659315993,250.865808042038,82.8420224839049,12.4960105830605,46.7856907418992,100.545994320743,20.6277671762205,297.651498783937
5,"50014",2057,280,219,2124,194,134,311,869,16.525852830093,19.4681941728023,832.586634755937,72.1936287762798,33.2136311490414,205.620724003743,88.7194816063727,52.6818253218436,1038.20735875968
5,"50015",1352,227,362,1381,130,318,65,272,10.9830311514232,30.2365805471052,233.123461989995,28.2791316336539,20.5603054418664,18.7714284307154,39.262162785077,50.7968859889715,251.89489042071
5,"50016",3380,698,1407,3058,708,1056,524,571,44.7294821687486,81.7859658710222,446.375832608975,238.192554722323,172.95497816068,113.197795859459,282.922036891072,254.740944031702,559.573628468434
5,"50017",2064,10,36,2115,14,23,181,795,1.18959674842249,3.26180401629423,792.344624785655,4.83293433538475,5.57239770991849,170.207413644393,6.02253108380724,8.83420172621272,962.552038430048
5,"50018",796,124,98,676,96,42,82,288,7.77839406168569,5.93042585417724,274.162202886117,35.2948930916144,9.9047960284868,36.7438020700749,43.0732871533001,15.835221882664,310.906004956192
5,"50019",1514,189,78,1253,0,43,253,771,0,6.44465459094929,762.496038628931,0,11.1264427133625,239.949747645894,0,17.5710973043118,1002.44578627482
5,"50020",4132,2041,1413,3837,2119,699,1190,157,15.5376139954668,21.6271776847225,125.146898716113,853.792679300771,182.615661475166,150.809157658724,869.330293296238,204.242839159888,275.956056374837
5,"50021",1999,282,238,2052,457,82,205,612,39.1810931001337,11.6397382414061,561.34513151501,119.862181320397,17.9786943798016,68.6079673886027,159.04327442053,29.6184326212077,629.953098903613
5,"50022",601,21,25,495,25,17,47,261,2.12156828176282,2.46568085393086,255.009582496111,9.25103774764165,4.09294608455771,33.4069265766883,11.3726060294045,6.55862693848857,288.416509072799
5,"50023",595,2,17,520,24,24,51,260,2.04151208325049,3.58840966692715,253.653338027409,8.68807195711822,5.77182955619151,36.4393741962423,10.7295840403687,9.36023922311866,290.092712223652
5,"50024",3162,165,661,3084,309,370,223,1078,28.3282472048079,55.8637465836828,994.572569013489,89.41094364738,60.6879624806768,74.7859176964629,117.739190852188,116.55170906436,1069.35848670995
5,"50025",2694,134,390,2840,218,346,227,1016,18.8720457215753,52.7069108714373,945.513492046675,72.0920991080786,66.5329133199973,89.2881299859684,90.9641448296539,119.239824191435,1034.80162203264
5,"50026",1647,41,73,1682,115,56,121,887,9.92693783971839,8.26330924988023,866.156051194333,43.5759956397159,13.1120741820153,64.9586050391313,53.5029334794342,21.3753834318955,931.114656233464
5,"50027",384,0,9,364,7,54,23,207,0.610811283565448,9.81121859592579,193.740579906523,2.37880892797291,10.1431832145309,11.6239512566272,2.98962021153835,19.9544018104567,205.36453116315
5,"50028",1173,42,217,1100,34,143,111,542,3.04873904912673,21.0429613387701,516.884103672476,12.168419802412,36.312944621323,62.514851957256,15.2171588515387,57.3559059600931,579.398955629732
5,"50029",1656,47,141,1340,97,36,149,697,8.99859779534658,5.71937150681071,681.113949201255,37.471053373273,8.3816571484766,102.902027223837,46.4696511686196,14.1010286552873,784.015976425092
5,"50030",1076,4,30,979,0,27,76,462,0,4.07465605803109,457.556212684763,0,6.292648014475,69.5987824517062,0,10.3673040725061,527.15499513647
5,"50031",557,17,163,527,10,81,49,169,0.799318226078591,11.3132031527978,158.050422530058,3.45070883566499,18.019102905021,27.9492156595792,4.25002706174358,29.3323060578188,185.999638189637
5,"50032",439,13,3,446,0,12,33,223,0,1.83692781418062,220.452487335675,0,2.76785031645585,30.4799951606778,0,4.60477813063647,250.932482496353
5,"50033",905,9,33,881,28,20,55,424,2.33443711699247,2.831958853582,418.149411373772,9.82519359518664,4.57758514172091,41.1087644331355,12.1596307121791,7.40954399530291,459.258175806907
5,"50034",2620,285,170,2075,166,118,248,1009,15.4141127956246,17.7978503362547,975.213935145702,62.3525804366457,28.4385677135753,157.19092755468,77.7666932322703,46.2364180498301,1132.40486270038
5,"50035",1919,204,130,1806,202,111,203,910,19.15281085712,16.4996160042307,872.334895397736,77.456063370272,27.4867772808733,97.0007778063603,96.608874227392,43.986393285104,969.335673204096
5,"50036",4,0,0,5,0,1,1,2,0,0.145741728753262,1.79667329914516,0,0.257831958336639,0.415587004734093,0,0.4035736870899,2.21226030387926
