"CNTY_x","CNTYVTD","VAP","BVAP","HVAP","TOTPOP","BPOP","HPOP","Obama","Romney","BRvotes","HRvotes","ORvotes","BDvotes","HDvotes","ODvotes","bvotes","hvotes","ovotes"
1,"10001",2341,368,217,1858,281,41,261,754,0.114485014490661,0.177209833357405,0.465755724827439,0.294355983635826,0.212851163284278,0.109679830753666,0.408840998126487,0.390060996641683,0.575435555581105
1,"10002",2732,188,135,2995,237,199,228,1179,0.116192189083255,0.176193400757178,0.435937739543519,0.229571591339859,0.224918097596495,0.0499549146003174,0.345763780423114,0.401111498353673,0.485892654143836
1,"10003",1345,92,96,1225,54,34,108,650,0.116215447064652,0.180651805048317,0.559920910298911,0.22666296548871,0.201092160899194,0.0782094582155262,0.342878412553362,0.38174396594751,0.638130368514437
1,"10004",1684,52,47,1789,90,11,128,729,0.122962492865933,0.167448475462964,0.424271189674029,0.227652550677192,0.192126414102129,0.0625172989065025,0.350615043543124,0.359574889565093,0.486788488580531
1,"10005",366,3,12,356,0,4,13,174,0.11275004717545,0.177692493846313,0.490205562242435,0.218753899135521,0.204249953149305,0.0360567254153057,0.331503946310971,0.381942446995618,0.52626228765774
1,"10006",1474,639,239,1782,968,123,385,317,0.0676758581307395,0.179893039236401,0.332992350197191,0.271578873855187,0.199013004059255,0.139883704648569,0.339254731985926,0.378906043295656,0.47287605484576
1,"10007",2106,887,752,1940,916,136,499,148,0.023124859476797,0.128097682509668,0.126327534008745,0.308035388504154,0.21866934652998,0.208372775443525,0.331160247980951,0.346767029039647,0.33470030945227
1,"10008",825,341,190,934,459,129,104,52,0.0166874439130903,0.0724584489138702,0.110692696508657,0.100041346431275,0.205777211771616,0.0925496574540798,0.116728790344366,0.278235660685487,0.203242353962736
1,"10009",1599,132,104,1612,323,79,157,559,0.125925737124498,0.170626192607324,0.417660908425413,0.204136560425161,0.207992880337941,0.0621022257968529,0.330062297549659,0.378619072945265,0.479763134222266
1,"10010",6925,2641,1572,7526,2687,1615,45,278,0.0112644712367928,0.0332469719402022,0.061535614345771,0.00650855635220544,0.00949485635007653,0.00450344150432626,0.0177730275889982,0.0427418282902788,0.0660390558500972
1,"10011",8731,3483,1818,4457,1685,772,179,518,0.0410214472859835,0.112653938406568,0.181555412287861,0.0403814123030494,0.0760740791923629,0.0275313298138994,0.0814028595890328,0.18872801759893,0.209086742101761
1,"10013",2114,267,239,2043,374,173,256,782,0.130725239655382,0.185632209984612,0.468410319770516,0.257349312221421,0.201524137353429,0.0834150151761472,0.388074551876803,0.38715634733804,0.551825334946663
1,"10015",972,43,59,901,26,15,91,463,0.124937697783597,0.176901204975832,0.529866098656836,0.226421851647355,0.193871308421373,0.095922447950448,0.351359549430952,0.370772513397205,0.625788546607284
1,"10016",829,86,33,1013,159,58,95,335,0.130348005524415,0.175491752849995,0.382342938548107,0.233376230362714,0.200929182770608,0.0581243640132204,0.363724235887129,0.376420935620602,0.440467302561328
1,"10017",986,154,114,1192,186,80,145,343,0.10785939458489,0.157722414134277,0.335501167949622,0.252983015578359,0.206773075964413,0.0871443340011627,0.36084241016325,0.36449549009869,0.422645501950785
1,"10018",2334,229,94,2650,497,73,245,954,0.126771781099835,0.16920106366466,0.422324361242944,0.208899965179487,0.201614732238445,0.0614733470141473,0.335671746279322,0.370815795903105,0.483797708257091
1,"10019",2560,299,303,2522,419,201,280,999,0.117624925214696,0.172149067076615,0.480084614057705,0.250866764537171,0.216377013232898,0.069153563814911,0.368491689751867,0.388526080309513,0.549238177872616
1,"10020",1477,166,336,1297,317,111,168,519,0.147163202714772,0.190865296771558,0.516629281319872,0.234798766094452,0.212123075228768,0.0809268253912362,0.381961968809225,0.402988372000327,0.597556106711108
1,"10021",2266,151,223,1878,348,199,139,899,0.168237741751867,0.195766623022207,0.600612781665698,0.159006641742609,0.171327876123932,0.038342844623502,0.327244383494476,0.367094499146139,0.6389556262892
1,"10022",1103,118,60,1271,84,47,127,498,0.127252160658456,0.168716726401083,0.419709115115327,0.228782973538955,0.207393188813242,0.0860821994706538,0.356035134197412,0.376109915214324,0.505791314585981
