"CNTY_x","CNTYVTD","TOTPOP","BPOP","HPOP","CVAP_2012","BCVAP_2012","HCVAP_2012","Obama","Romney","bvotes","hvotes","ovotes","BRvotes","BDvotes","HRvotes","HDvotes","ORvotes","ODvotes"
1,"10001",2341,368,217,1858,281,41,261,754,87.8222964749042,59.1785085658247,869.271435910702,29.9668686331148,57.8554278417894,24.1240621192586,35.0544464465661,701.545761107719,167.725674802983
1,"10002",2732,188,135,2995,237,199,228,1179,45.4600305634801,37.0183392312586,1323.42711871377,15.9923561823788,29.4676743811013,14.7669817279077,22.2513575033509,1147.78163333518,175.645485378587
1,"10003",1345,92,96,1225,54,34,108,650,21.8326998968226,26.6266390301882,708.387412293415,7.75677737545627,14.0759225213663,10.8700074099922,15.7566316201959,629.750234617994,78.6371776754209
1,"10004",1684,52,47,1789,90,11,128,729,12.1587612156343,12.3681982204178,833.193303018293,4.25297520645225,7.90578600918201,4.99344052516516,7.37475769525261,719.586626894596,113.606676123697
1,"10005",366,3,12,356,0,4,13,174,0.694749262906462,3.27321202961864,182.914050783647,0.251959881305565,0.442789381600897,1.32636836492808,1.94684366469056,171.346468190194,11.567582593453
1,"10006",1474,639,239,1782,968,123,385,317,239.765037494621,80.7250494542954,379.576089306463,51.2760533540885,188.488984140532,28.8866552057608,51.8383942485346,237.956738830096,141.619350476367
1,"10007",2106,887,752,1940,916,136,499,148,183.046340360249,220.320831618617,243.181957753581,25.7792697096056,157.267070650643,28.9590667364139,191.361764882204,97.5397202080964,145.642237545484
1,"10008",825,341,190,934,459,129,104,52,29.1841740623236,31.49998729812,97.3710826303352,7.13460149996724,22.0495725623564,8.53334276619963,22.9666445319204,40.2608175415135,57.1102650888217
1,"10009",1599,132,104,1612,323,79,157,559,30.3999479410409,28.2214060631751,659.062892282659,10.7410961630939,19.658851777947,11.7156964616476,16.5057096015275,537.780187184567,121.282705098092
1,"10010",6925,2641,1572,7526,2687,1615,45,278,52.5008458628602,68.4103582975124,205.345765417129,32.5525748280598,19.9482710348004,50.4773164624801,17.9330418350323,194.056016117446,11.2897492996833
1,"10011",8731,3483,1818,4457,1685,772,179,518,120.937201479308,133.387703872971,447.807346145355,52.8055200269483,68.1316814523593,67.0773936226164,66.310310250355,400.700017574206,47.1073285711488
1,"10013",2114,267,239,2043,374,173,256,782,64.4091637984511,65.9149752976519,907.050889089537,21.6259046048083,42.7832591936428,25.7600224764424,40.1549528212096,734.8819902538,172.168898835736
1,"10015",972,43,59,901,26,15,91,463,9.66154000196941,15.8074720964483,528.542190187604,3.5049334266797,6.15660657528971,6.45593935754285,9.35153273890549,452.461859551603,76.0803306360002
1,"10016",829,86,33,1013,159,58,95,335,20.0300735912864,9.10102103944027,400.962553984465,7.06281078917894,12.9672628021075,3.68897043792616,5.41205060151411,324.09642950175,76.8661244827145
1,"10017",986,154,114,1192,186,80,145,343,36.8602145405126,30.8079605234465,419.939341831346,12.4129209848816,24.447293555631,12.1169186079257,18.6910419155208,318.708389517383,101.230952313963
1,"10018",2334,229,94,2650,497,73,245,954,55.1947802939548,24.912147623063,1118.07758052343,19.8202559804884,35.3745243134663,10.2995803437154,14.6125672793476,922.658558898195,195.419021625231
1,"10019",2560,299,303,2522,419,201,280,999,72.8438355319753,84.0306000033129,1122.08619564652,25.6929040265125,47.1509315054628,34.4274305678118,49.6031694355011,939.251056200477,182.835139446041
1,"10020",1477,166,336,1297,317,111,168,519,41.759685875273,93.1025678822073,552.085624793651,14.2208200135339,27.5388658617391,37.1318914310768,55.9706764511305,468.019737425889,84.0658873677623
1,"10021",2266,151,223,1878,348,199,139,899,34.0118416365802,63.2852314958417,941.339468459735,11.8283203948999,22.1835212416802,26.138687416944,37.1465440788977,861.108206147412,80.2312623123234
1,"10022",1103,118,60,1271,84,47,127,498,28.6958087378435,16.5209304707229,578.891772629057,10.092358434981,18.6034503028625,6.47940325833719,10.0415272123857,481.114752665754,97.7770199633024
1,"10023",1359,62,46,1803,147,21,116,702,14.9476334537586,12.3487140063943,790.24426529867,5.36627732350832,9.5813561302503,4.93856522814991,7.41014877824439,690.217434436578,100.026830862092
1,"10024",855,22,24,1081,100,30,44,410,4.90507943784989,6.4666474795302,442.251129582069,1.78305727882451,3.12202215902538,2.66418856043541,3.80245891909479,404.026572058351,38.2245575237185
3,"30001",2607,19,1294,1984,23,914,181,761,9.64859958921619,411.080626484967,523.637350665199,4.98204646433838,4.66655312487781,310.999387155213,100.081239329754,446.357777624168,77.2795730410317
3,"30002",2689,22,768,2596,26,564,199,1297,10.8398953117248,351.61251017137,1132.8421468648,5.59531888007719,5.2445764316476,251.718874099309,99.8936360720612,1038.05093275803,94.7912141067674
3,"30003",2596,59,1107,2425,45,849,205,932,30.3545682248647,500.361918669823,606.160524019259,15.9000508770669,14.4545173477978,390.528927253768,109.832991416055,524.257737077518,81.9027869417408
