district,total,white,black,american_indian,asian,pacific_islander,other,two_or_more,white_pct,black_pct,american_indian_pct,asian_pct,pacific_islander_pct,other_pct,two_or_more_pct
004,128091,117008,3912,294,3067,33,1209,2568,91.348,3.054,0.23,2.394,0.026,0.944,2.005
005,128134,119572,3845,247,1611,46,953,1860,93.318,3.001,0.193,1.257,0.036,0.744,1.452
006,122723,93962,19741,901,2215,34,2327,3543,76.564,16.086,0.734,1.805,0.028,1.896,2.887
007,128247,110843,10157,383,3632,28,893,2311,86.429,7.92,0.299,2.832,0.022,0.696,1.802
008,124285,83404,28417,324,7524,44,1725,2847,67.107,22.864,0.261,6.054,0.035,1.388,2.291
010,116793,40218,66331,322,4635,46,2195,3046,34.435,56.794,0.276,3.969,0.039,1.879,2.608
011,117034,76450,27057,226,8592,56,2096,2557,65.323,23.119,0.193,7.341,0.048,1.791,2.185
012,119699,78814,23444,343,10282,67,2556,4193,65.843,19.586,0.287,8.59,0.056,2.135,3.503
013,122052,68572,27868,465,16525,48,3451,5123,56.183,22.833,0.381,13.539,0.039,2.827,4.197
014,125800,71359,29777,417,15180,60,4696,4311,56.724,23.67,0.331,12.067,0.048,3.733,3.427
015,119961,73540,12649,251,26781,41,2539,4160,61.303,10.544,0.209,22.325,0.034,2.117,3.468
016,121044,98831,4693,157,12633,71,1260,3399,81.649,3.877,0.13,10.437,0.059,1.041,2.808
017,127326,70097,16869,499,23914,67,10355,5525,55.053,13.249,0.392,18.782,0.053,8.133,4.339
018,119826,71331,16115,638,12192,78,14299,5173,59.529,13.449,0.532,10.175,0.065,11.933,4.317
019,121547,66102,23479,533,14990,56,11518,4869,54.384,19.317,0.439,12.333,0.046,9.476,4.006
01A,40800,39901,357,47,125,2,51,317,97.797,0.875,0.115,0.306,0.005,0.125,0.777
01B,41826,36598,4099,64,327,22,110,606,87.501,9.8,0.153,0.782,0.053,0.263,1.449
01C,40670,37391,2144,64,318,8,103,642,91.938,5.272,0.157,0.782,0.02,0.253,1.579
020,117716,51338,37298,584,9919,90,12938,5549,43.612,31.685,0.496,8.426,0.076,10.991,4.714
021,128010,62252,37929,577,12406,90,9846,4910,48.631,29.63,0.451,9.691,0.07,7.692,3.836
022,126568,30329,65080,716,6565,92,19480,4306,23.963,51.419,0.566,5.187,0.073,15.391,3.402
024,117529,8028,100152,425,2520,38,3665,2701,6.831,85.215,0.362,2.144,0.032,3.118,2.298
025,116921,9103,100296,435,1620,53,2622,2792,7.786,85.781,0.372,1.386,0.045,2.243,2.388
026,117023,11673,92082,353,5152,56,4511,3196,9.975,78.687,0.302,4.403,0.048,3.855,2.731
